split,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B
train,10,5,The fuzzy monitor past the rocks beneath the chairs,The fuzzy monitors past the rock beneath the chair,-13.270052909851074,-17.27005386352539,-16.846818923950195,-15.596817970275879,-16.664087295532227,-15.41408634185791
train,10,5,The slender monitor beneath the logs around the columns,The slender monitors beneath the log around the column,-2.68845796585083,-5.81345796585083,-6.485278129577637,-1.9852781295776367,-6.4591569900512695,-1.83415687084198
train,10,5,The timid panda past the barrels beneath the statues,The timid pandas past the barrel beneath the statue,-7.7697529792785645,-9.769752502441406,-9.912375450134277,-8.662375450134277,-9.668464660644531,-8.543464660644531
train,10,5,The fuzzy lion behind the crates past the barrels,The fuzzy lions behind the crate past the barrel,-17.150115966796875,-19.712615966796875,-18.23458480834961,-17.01583480834961,-17.47004508972168,-16.40754508972168
train,10,5,The slender shark outside the pots behind the pans,The slender sharks outside the pot behind the pan,-4.453072547912598,-9.203072547912598,-5.174036502838135,-4.174036502838135,-4.95858097076416,-4.08358097076416
train,10,5,The calm kitten around the columns outside the towers,The calm kittens around the column outside the tower,-5.233323097229004,-9.545823097229004,-5.817519187927246,-3.067519426345825,-5.734938621520996,-3.109938859939575
train,10,5,The nervous rat outside the clocks behind the plants,The nervous rats outside the clock behind the plant,-8.753030776977539,-12.815530776977539,-10.139888763427734,-6.389888763427734,-10.141412734985352,-6.266412734985352
train,10,5,The small rabbit beneath the boilers around the tanks,The small rabbits beneath the boiler around the tank,-12.56600284576416,-15.69100284576416,-16.453649520874023,-13.609899520874023,-16.358936309814453,-13.421436309814453
train,10,5,The quiet chick outside the pipes behind the valves,The quiet chicks outside the pipe behind the valve,-14.017498970031738,-15.017498970031738,-14.195399284362793,-11.570399284362793,-14.000824928283691,-11.375824928283691
train,10,5,The sleepy whale around the columns outside the towers,The sleepy whales around the column outside the tower,-14.978121757507324,-15.790621757507324,-15.135506629943848,-12.323006629943848,-15.13932991027832,-12.26432991027832
train,10,5,The sleepy pup beneath the milestones around the thresholds,The sleepy pups beneath the milestone around the threshold,-15.158909797668457,-15.908909797668457,-17.949012756347656,-13.04276180267334,-17.847599029541016,-12.816349029541016
train,10,5,The nervous rabbit behind the windows past the crates,The nervous rabbits behind the window past the crate,-16.97080421447754,-18.53330421447754,-17.612464904785156,-15.799964904785156,-17.647626876831055,-15.741375923156738
