epoch,wug_proj,wugs_proj,dist
1,0.018442369997501373,0.10509774088859558,0.08665537089109421
2,-0.008199788630008698,0.1244560033082962,0.1326557993888855
3,-0.029691237956285477,0.14383189380168915,0.17352312803268433
4,-0.03619761765003204,0.149672731757164,0.18587034940719604
5,-0.05155289173126221,0.162120521068573,0.2136734127998352
6,-0.06649705767631531,0.1718199998140335,0.23831705749034882
7,-0.07051929831504822,0.17476019263267517,0.2452794909477234
8,-0.07208020985126495,0.17547139525413513,0.24755160510540009
9,-0.07584904134273529,0.17949622869491577,0.25534528493881226
10,-0.08105719089508057,0.1794952005147934,0.26055240631103516
11,-0.08198271691799164,0.17993077635765076,0.2619134783744812
12,-0.0844702273607254,0.18166229128837585,0.26613253355026245
13,-0.09150761365890503,0.18591737747192383,0.27742499113082886
14,-0.10962462425231934,0.20027194917201996,0.3098965883255005
15,-0.11072748154401779,0.19691228866577148,0.3076397776603699
16,-0.11175889521837234,0.1970863938331604,0.30884528160095215
17,-0.11130545288324356,0.19747672975063324,0.3087821900844574
18,-0.12714913487434387,0.2085471749305725,0.3356963098049164
