epoch,wug_proj,wugs_proj,dist
1,0.024330856278538704,0.07080775499343872,0.046476900577545166
2,0.003913873806595802,0.08947634696960449,0.08556247502565384
3,-0.020463615655899048,0.11128151416778564,0.1317451298236847
4,-0.03226441890001297,0.12177153676748276,0.15403595566749573
5,-0.0434335395693779,0.1301347017288208,0.1735682487487793
6,-0.04845795780420303,0.13337445259094238,0.18183240294456482
7,-0.06824076175689697,0.15178516507148743,0.2200259268283844
8,-0.07826906442642212,0.16003036499023438,0.2382994294166565
9,-0.08119458705186844,0.16143710911273956,0.2426317036151886
10,-0.09399785101413727,0.17164218425750732,0.2656400203704834
