epoch,wug_proj,wugs_proj,dist
1,-2.5055880546569824,2.6939470767974854,5.199535369873047
2,-3.135374069213867,3.3254542350769043,6.4608283042907715
3,-3.3912529945373535,3.5815064907073975,6.972759246826172
4,-4.0557756423950195,4.243861198425293,8.299636840820312
5,-4.068114280700684,4.25697660446167,8.325090408325195
6,-4.270219802856445,4.458794116973877,8.729013442993164
7,-4.238235950469971,4.426092147827148,8.664327621459961
8,-4.2180495262146,4.406705856323242,8.624755859375
9,-4.060646057128906,4.249372482299805,8.310018539428711
10,-4.087731838226318,4.277778625488281,8.365510940551758
11,-4.240664005279541,4.431397438049316,8.672061920166016
12,-4.544602394104004,4.7350263595581055,9.27962875366211
