split,inverse,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B,n_nodes
train,0,The fuzzy turtle past the crates,The fuzzy turtles past the crate,-1.8328770399093628,-6.082877159118652,-5.069495677947998,-3.944495677947998,-3.580638885498047,-5.705638885498047,128
train,1,The fuzzy turtles past the crate,The fuzzy turtle past the crates,-3.944495677947998,-5.069495677947998,-6.082877159118652,-1.8328770399093628,-3.5378036499023438,-2.7878036499023438,128
train,0,The small kit around the towers,The small kits around the tower,-11.562941551208496,-13.875441551208496,-15.340718269348145,-12.090718269348145,-14.070556640625,-12.383056640625,128
train,1,The small kits around the tower,The small kit around the towers,-12.090718269348145,-15.340718269348145,-13.875441551208496,-11.562941551208496,-11.75800609588623,-13.13300609588623,128
train,0,The slender bat behind the cabins,The slender bats behind the cabin,-0.5588443279266357,-7.058844566345215,-5.296398162841797,-1.2963981628417969,-2.4078216552734375,-1.7828216552734375,128
train,1,The slender bats behind the cabin,The slender bat behind the cabins,-1.2963981628417969,-5.296398162841797,-7.058844566345215,-0.5588443279266357,-2.1866915225982666,-1.1866915225982666,128
train,0,The fuzzy shark behind the clocks,The fuzzy sharks behind the clock,-15.619620323181152,-16.68212127685547,-17.355854034423828,-15.418354034423828,-17.117816925048828,-15.992816925048828,128
train,1,The fuzzy sharks behind the clock,The fuzzy shark behind the clocks,-15.418354034423828,-17.355854034423828,-16.68212127685547,-15.619620323181152,-15.517026901245117,-16.517026901245117,128
train,0,The sleepy dolphin past the vines,The sleepy dolphins past the vine,-2.7155911922454834,-7.5905914306640625,-11.90001106262207,-11.40001106262207,-10.656753540039062,-11.531753540039062,128
train,1,The sleepy dolphins past the vine,The sleepy dolphin past the vines,-11.40001106262207,-11.90001106262207,-7.5905914306640625,-2.7155911922454834,-4.451265811920166,-3.576265811920166,128
train,0,The nervous lion behind the rocks,The nervous lions behind the rock,-14.820094108581543,-15.445094108581543,-15.558902740478516,-14.933902740478516,-15.44260025024414,-14.81760025024414,128
train,1,The nervous lions behind the rock,The nervous lion behind the rocks,-14.933902740478516,-15.558902740478516,-15.445094108581543,-14.820094108581543,-14.55512523651123,-15.11762523651123,128
train,0,The calm dog outside the houses,The calm dogs outside the house,-0.7373576164245605,-5.4873576164245605,-5.11050271987915,-0.6105028390884399,-2.7254767417907715,-0.8504766821861267,128
train,1,The calm dogs outside the house,The calm dog outside the houses,-0.6105028390884399,-5.11050271987915,-5.4873576164245605,-0.7373576164245605,-1.8607231378555298,-1.6107231378555298,128
train,0,The nervous panda behind the windows,The nervous pandas behind the window,-2.795042037963867,-6.545042037963867,-5.395308971405029,-2.2703092098236084,-3.1793556213378906,-3.5543556213378906,128
train,1,The nervous pandas behind the window,The nervous panda behind the windows,-2.2703092098236084,-5.395308971405029,-6.545042037963867,-2.795042037963867,-4.555172443389893,-3.3051724433898926,128
train,0,The sleepy kit beneath the boilers,The sleepy kits beneath the boiler,-1.0520561933517456,-7.427056312561035,-3.7238712310791016,-3.0988712310791016,-2.476090908050537,-5.476090908050537,128
train,1,The sleepy kits beneath the boiler,The sleepy kit beneath the boilers,-3.0988712310791016,-3.7238712310791016,-7.427056312561035,-1.0520561933517456,-3.057051658630371,-1.8070517778396606,128
train,0,The small bat around the walls,The small bats around the wall,-1.9737062454223633,-5.598706245422363,-5.148809909820557,-1.1488100290298462,-3.1763951778411865,-1.9263951778411865,128
train,1,The small bats around the wall,The small bat around the walls,-1.1488100290298462,-5.148809909820557,-5.598706245422363,-1.9737062454223633,-2.6197261810302734,-3.1197261810302734,128
train,0,The fuzzy pup around the tanks,The fuzzy pups around the tank,-13.5003662109375,-14.0628662109375,-15.064624786376953,-12.564624786376953,-14.365585327148438,-12.365585327148438,128
