epoch,wug_proj,wugs_proj,dist
1,0.03833036497235298,0.04681380093097687,0.008483435958623886
2,0.016018927097320557,0.06682106852531433,0.050802141427993774
3,-0.0019892826676368713,0.08307868987321854,0.08506797254085541
4,-0.015032310038805008,0.09412634372711182,0.10915865004062653
5,-0.023241546005010605,0.10072919726371765,0.12397074699401855
6,-0.03172096982598305,0.10656483471393585,0.1382858008146286
7,-0.047137487679719925,0.12151376157999039,0.1686512529850006
8,-0.058107130229473114,0.13150258362293243,0.18960970640182495
9,-0.070888951420784,0.1426669955253601,0.2135559469461441
10,-0.08523217588663101,0.15438249707221985,0.23961466550827026
11,-0.08932497352361679,0.15714092552661896,0.24646589159965515
12,-0.09704381227493286,0.16135703027248383,0.2584008574485779
13,-0.10404644161462784,0.16978222131729126,0.2738286554813385
14,-0.11319071054458618,0.17526844143867493,0.2884591519832611
