split,inverse,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B,error
test,1,5,5,The strange [wugs],The strange [wug],-16.225955963134766,-17.788455963134766,-15.93017864227295,-13.86767864227295,-17.148889541625977,-17.523889541625977,
test,0,5,5,The spotted [wug],The spotted [wugs],-15.262138366699219,-19.48088836669922,-16.951004028320312,-12.951004028320312,-15.064544677734375,-18.345794677734375,
test,1,5,5,The spotted [wugs],The spotted [wug],-12.951004028320312,-16.951004028320312,-19.48088836669922,-15.262138366699219,-14.983951568603516,-19.296451568603516,
test,0,5,5,The fierce [wug],The fierce [wugs],-14.622591972351074,-16.49759292602539,-20.435699462890625,-16.685699462890625,-18.20646858215332,-19.20646858215332,
test,1,5,5,The fierce [wugs],The fierce [wug],-16.685699462890625,-20.435699462890625,-16.49759292602539,-14.622591972351074,-14.537168502807617,-17.537168502807617,
test,0,5,5,The round [wug],The round [wugs],-13.960718154907227,-14.648218154907227,-18.128713607788086,-14.753713607788086,-15.28219985961914,-16.96969985961914,
test,1,5,5,The round [wugs],The round [wug],-14.753713607788086,-18.128713607788086,-14.648218154907227,-13.960718154907227,-14.009476661682129,-17.696977615356445,
test,0,5,5,The spotted [wug],The spotted [wugs],-9.199638366699219,-13.949638366699219,-13.388504028320312,-9.951004028320312,-9.502044677734375,-13.814544677734375,
test,1,5,5,The spotted [wugs],The spotted [wug],-9.951004028320312,-13.388504028320312,-13.949638366699219,-9.199638366699219,-13.046451568603516,-15.796451568603516,
test,0,5,5,The fierce [wug],The fierce [wugs],-12.935091972351074,-15.247591972351074,-17.435699462890625,-16.060699462890625,-14.70646858215332,-16.08146858215332,
test,1,5,5,The fierce [wugs],The fierce [wug],-16.060699462890625,-17.435699462890625,-15.247591972351074,-12.935091972351074,-15.724668502807617,-16.912168502807617,
test,0,5,5,The bold [wug],The bold [wugs],-3.3574304580688477,-9.544930458068848,-7.9673614501953125,-4.2173614501953125,-6.880852699279785,-12.943352699279785,
test,1,5,5,The bold [wugs],The bold [wug],-4.2173614501953125,-7.9673614501953125,-9.544930458068848,-3.3574304580688477,-4.804238796234131,-5.554238796234131,
test,0,5,5,The wary [wug],The wary [wugs],-13.133354187011719,-17.22710418701172,-19.74955177307129,-14.593301773071289,-16.094396591186523,-19.563146591186523,
test,1,5,5,The wary [wugs],The wary [wug],-14.593301773071289,-19.74955177307129,-17.22710418701172,-13.133354187011719,-16.388391494750977,-18.982141494750977,
test,0,5,5,The clumsy [wug],The clumsy [wugs],-11.322491645812988,-13.447491645812988,-16.344829559326172,-15.594829559326172,-15.43624496459961,-16.99874496459961,
test,1,5,5,The clumsy [wugs],The clumsy [wug],-15.594829559326172,-16.344829559326172,-13.447491645812988,-11.322491645812988,-15.400199890136719,-16.15019989013672,
test,0,5,5,The shy [wug],The shy [wugs],-13.368118286132812,-17.805618286132812,-19.05214500427246,-16.42714500427246,-15.026163101196289,-17.58866310119629,
test,1,5,5,The shy [wugs],The shy [wug],-16.42714500427246,-19.05214500427246,-17.805618286132812,-13.368118286132812,-17.083694458007812,-18.271194458007812,
test,0,5,5,The spotted [wug],The spotted [wugs],-21.30901336669922,-19.82463836669922,-18.013504028320312,-18.232254028320312,-17.127044677734375,-18.189544677734375,
test,1,5,5,The spotted [wugs],The spotted [wug],-18.232254028320312,-18.013504028320312,-19.82463836669922,-21.30901336669922,-17.796451568603516,-18.890201568603516,
test,0,5,5,The tiny [wug],The tiny [wugs],-14.765145301818848,-17.54639434814453,-18.993610382080078,-17.556110382080078,-18.527311325073242,-19.027311325073242,
test,1,5,5,The tiny [wugs],The tiny [wug],-17.556110382080078,-18.993610382080078,-17.54639434814453,-14.765145301818848,-15.887984275817871,-16.262985229492188,
test,0,5,5,The round [wug],The round [wugs],-15.335718154907227,-14.960718154907227,-17.316213607788086,-15.378713607788086,-14.65719985961914,-15.15719985961914,
test,1,5,5,The round [wugs],The round [wug],-15.378713607788086,-17.316213607788086,-14.960718154907227,-15.335718154907227,-15.946976661682129,-18.571977615356445,
test,0,5,5,The sturdy [wug],The sturdy [wugs],-13.434978485107422,-17.997478485107422,-18.0439510345459,-17.2314510345459,-18.513765335083008,-21.420015335083008,
test,1,5,5,The sturdy [wugs],The sturdy [wug],-17.2314510345459,-18.0439510345459,-17.997478485107422,-13.434978485107422,-16.951385498046875,-17.076385498046875,
test,0,5,5,The graceful [wug],The graceful [wugs],-8.445653915405273,-12.383153915405273,-14.164840698242188,-10.164840698242188,-12.09784984588623,-14.28534984588623,
test,1,5,5,The graceful [wugs],The graceful [wug],-10.164840698242188,-14.164840698242188,-12.383153915405273,-8.445653915405273,-15.5512113571167,-15.6762113571167,
test,0,5,5,The wary [wug],The wary [wugs],-11.570854187011719,-15.758354187011719,-18.03080177307129,-15.093301773071289,-15.781895637512207,-17.656896591186523,
test,1,5,5,The wary [wugs],The wary [wug],-15.093301773071289,-18.03080177307129,-15.758354187011719,-11.570854187011719,-14.63839054107666,-16.888391494750977,
test,0,5,5,The clever [wug],The clever [wugs],-15.007477760314941,-19.007476806640625,-20.17633819580078,-16.36383819580078,-17.984399795532227,-20.828149795532227,
test,1,5,5,The clever [wugs],The clever [wug],-16.36383819580078,-20.17633819580078,-19.007476806640625,-15.007477760314941,-17.908004760742188,-19.376754760742188,
test,0,5,5,The shy [wug],The shy [wugs],-13.805618286132812,-16.774368286132812,-16.48964500427246,-16.05214500427246,-16.96366310119629,-19.15116310119629,
test,1,5,5,The shy [wugs],The shy [wug],-16.05214500427246,-16.48964500427246,-16.774368286132812,-13.805618286132812,-19.239944458007812,-19.833694458007812,
test,0,5,5,The clever [wug],The clever [wugs],-12.569977760314941,-15.069977760314941,-16.67633819580078,-12.801338195800781,-14.609399795532227,-15.984399795532227,
test,1,5,5,The clever [wugs],The clever [wug],-12.801338195800781,-16.67633819580078,-15.069977760314941,-12.569977760314941,-14.470505714416504,-16.845504760742188,
test,0,5,5,The wary [wug],The wary [wugs],-12.570854187011719,-16.07085418701172,-19.62455177307129,-13.593301773071289,-14.156895637512207,-16.719396591186523,
test,1,5,5,The wary [wugs],The wary [wug],-13.593301773071289,-19.62455177307129,-16.07085418701172,-12.570854187011719,-14.63839054107666,-18.825891494750977,
test,0,5,5,The shy [wug],The shy [wugs],-14.180618286132812,-16.336868286132812,-17.55214500427246,-16.61464500427246,-17.77616310119629,-18.27616310119629,
test,1,5,5,The shy [wugs],The shy [wug],-16.61464500427246,-17.55214500427246,-16.336868286132812,-14.180618286132812,-19.021194458007812,-21.427444458007812,
test,0,5,5,The tiny [wug],The tiny [wugs],-14.202645301818848,-17.39014434814453,-19.056110382080078,-16.118610382080078,-16.777311325073242,-18.027311325073242,
test,1,5,5,The tiny [wugs],The tiny [wug],-16.118610382080078,-19.056110382080078,-17.39014434814453,-14.202645301818848,-15.325484275817871,-15.075484275817871,
test,0,5,5,The round [wug],The round [wugs],-2.2107183933258057,-8.648218154907227,-10.128713607788086,-4.753714084625244,-5.782199859619141,-12.59469985961914,
test,1,5,5,The round [wugs],The round [wug],-4.753714084625244,-10.128713607788086,-8.648218154907227,-2.2107183933258057,-6.509477138519287,-9.634476661682129,
test,0,5,5,The strange [wug],The strange [wugs],-12.61767864227295,-16.180177688598633,-16.725955963134766,-14.663455963134766,-14.605155944824219,-17.10515594482422,
test,1,5,5,The strange [wugs],The strange [wug],-14.663455963134766,-16.725955963134766,-16.180177688598633,-12.61767864227295,-15.398889541625977,-15.023889541625977,
test,0,5,5,The tiny [wug],The tiny [wugs],-9.452645301818848,-13.890145301818848,-15.931111335754395,-11.868611335754395,-14.902310371398926,-17.214811325073242,
test,1,5,5,The tiny [wugs],The tiny [wug],-11.868611335754395,-15.931111335754395,-13.890145301818848,-9.452645301818848,-11.825484275817871,-13.700484275817871,
test,0,5,5,The fierce [wug],The fierce [wugs],-11.435091972351074,-14.372591972351074,-17.123199462890625,-16.185699462890625,-16.64396858215332,-18.01896858215332,
test,1,5,5,The fierce [wugs],The fierce [wug],-16.185699462890625,-17.123199462890625,-14.372591972351074,-11.435091972351074,-16.224668502807617,-16.349668502807617,
test,0,5,5,The lively [wug],The lively [wugs],-12.65806770324707,-14.65806770324707,-18.438575744628906,-15.87607479095459,-17.14084815979004,-18.51584815979004,
test,1,5,5,The lively [wugs],The lively [wug],-15.87607479095459,-18.438575744628906,-14.65806770324707,-12.65806770324707,-15.57409381866455,-17.011592864990234,
test,0,5,5,The round [wug],The round [wugs],-13.398218154907227,-13.898218154907227,-16.253713607788086,-15.128713607788086,-14.40719985961914,-14.84469985961914,
test,1,5,5,The round [wugs],The round [wug],-15.128713607788086,-16.253713607788086,-13.898218154907227,-13.398218154907227,-15.634476661682129,-17.759477615356445,
test,0,5,5,The round [wug],The round [wugs],-12.773218154907227,-15.210718154907227,-19.128713607788086,-17.691213607788086,-16.65719985961914,-18.34469985961914,
test,1,5,5,The round [wugs],The round [wug],-17.691213607788086,-19.128713607788086,-15.210718154907227,-12.773218154907227,-17.071977615356445,-18.134477615356445,
test,0,5,5,The wary [wug],The wary [wugs],-9.820854187011719,-15.508354187011719,-17.15580177307129,-13.280801773071289,-13.469395637512207,-17.906896591186523,
test,1,5,5,The wary [wugs],The wary [wug],-13.280801773071289,-17.15580177307129,-15.508354187011719,-9.820854187011719,-15.13839054107666,-17.200891494750977,
test,0,5,5,The shy [wug],The shy [wugs],-10.243118286132812,-12.930618286132812,-12.677145004272461,-12.114645004272461,-14.651163101196289,-15.838663101196289,
test,1,5,5,The shy [wugs],The shy [wug],-12.114645004272461,-12.677145004272461,-12.930618286132812,-10.243118286132812,-16.896194458007812,-18.021194458007812,
test,0,5,5,The restless [wug],The restless [wugs],-14.78205680847168,-16.59455680847168,-17.090923309326172,-14.528423309326172,-16.205533981323242,-17.393033981323242,
test,1,5,5,The restless [wugs],The restless [wug],-14.528423309326172,-17.090923309326172,-16.59455680847168,-14.78205680847168,-17.183706283569336,-18.746206283569336,
test,0,5,5,The tiny [wug],The tiny [wugs],-12.140145301818848,-17.32764434814453,-17.306110382080078,-13.368611335754395,-15.089810371398926,-18.339811325073242,
test,1,5,5,The tiny [wugs],The tiny [wug],-13.368611335754395,-17.306110382080078,-17.32764434814453,-12.140145301818848,-14.637984275817871,-14.575484275817871,
test,0,5,5,The gentle [wug],The gentle [wugs],-15.516753196716309,-14.954253196716309,-19.079545974731445,-17.829545974731445,-17.15669059753418,-16.65669059753418,
test,1,5,5,The gentle [wugs],The gentle [wug],-17.829545974731445,-19.079545974731445,-14.954253196716309,-15.516753196716309,-15.648371696472168,-17.21087074279785,
test,0,5,5,The shy [wug],The shy [wugs],-13.743118286132812,-15.743118286132812,-17.23964500427246,-14.489645004272461,-17.02616310119629,-16.96366310119629,
test,1,5,5,The shy [wugs],The shy [wug],-14.489645004272461,-17.23964500427246,-15.743118286132812,-13.743118286132812,-17.771194458007812,-19.364944458007812,
test,0,5,5,The wary [wug],The wary [wugs],-13.195854187011719,-16.44585418701172,-17.40580177307129,-13.905801773071289,-15.469395637512207,-17.719396591186523,
test,1,5,5,The wary [wugs],The wary [wug],-13.905801773071289,-17.40580177307129,-16.44585418701172,-13.195854187011719,-14.76339054107666,-17.013391494750977,
test,0,5,5,The wary [wug],The wary [wugs],-11.258354187011719,-15.945854187011719,-17.46830177307129,-12.655801773071289,-14.656895637512207,-18.156896591186523,
test,1,5,5,The wary [wugs],The wary [wug],-12.655801773071289,-17.46830177307129,-15.945854187011719,-11.258354187011719,-15.45089054107666,-16.950891494750977,
test,0,5,5,The tiny [wug],The tiny [wugs],-14.327645301818848,-16.01514434814453,-16.618610382080078,-15.556111335754395,-15.339810371398926,-15.902310371398926,
test,1,5,5,The tiny [wugs],The tiny [wug],-15.556111335754395,-16.618610382080078,-16.01514434814453,-14.327645301818848,-14.762984275817871,-15.325484275817871,
test,0,5,5,The clever [wug],The clever [wugs],-10.319977760314941,-15.257477760314941,-16.05133819580078,-13.551338195800781,-13.859399795532227,-16.796899795532227,
test,1,5,5,The clever [wugs],The clever [wug],-13.551338195800781,-16.05133819580078,-15.257477760314941,-10.319977760314941,-14.970505714416504,-15.908005714416504,
test,0,5,5,The tiny [wug],The tiny [wugs],-12.015145301818848,-15.577645301818848,-16.056110382080078,-14.431111335754395,-15.339810371398926,-17.464811325073242,
test,1,5,5,The tiny [wugs],The tiny [wug],-14.431111335754395,-16.056110382080078,-15.577645301818848,-12.015145301818848,-15.387984275817871,-16.387985229492188,
test,0,5,5,The clever [wug],The clever [wugs],-12.069977760314941,-15.569977760314941,-16.92633819580078,-14.801338195800781,-12.859399795532227,-14.484399795532227,
test,1,5,5,The clever [wugs],The clever [wug],-14.801338195800781,-16.92633819580078,-15.569977760314941,-12.069977760314941,-16.033004760742188,-16.658004760742188,
test,0,5,5,The sturdy [wug],The sturdy [wugs],-9.372478485107422,-12.997478485107422,-15.418950080871582,-13.356450080871582,-13.826264381408691,-16.076265335083008,
test,1,5,5,The sturdy [wugs],The sturdy [wug],-13.356450080871582,-15.418950080871582,-12.997478485107422,-9.372478485107422,-14.951385498046875,-14.576385498046875,
test,0,5,5,The graceful [wug],The graceful [wugs],-15.258153915405273,-19.195653915405273,-20.071090698242188,-15.227340698242188,-17.472848892211914,-20.910348892211914,
test,1,5,5,The graceful [wugs],The graceful [wug],-15.227340698242188,-20.071090698242188,-19.195653915405273,-15.258153915405273,-17.801210403442383,-19.269960403442383,
test,0,5,5,The fierce [wug],The fierce [wugs],-13.747591972351074,-15.747591972351074,-16.748199462890625,-15.248200416564941,-14.89396858215332,-16.95646858215332,
test,1,5,5,The fierce [wugs],The fierce [wug],-15.248200416564941,-16.748199462890625,-15.747591972351074,-13.747591972351074,-15.974668502807617,-17.537168502807617,
test,0,5,5,The wary [wug],The wary [wugs],-12.258354187011719,-15.258354187011719,-18.53080177307129,-13.468301773071289,-14.469395637512207,-16.969396591186523,
test,1,5,5,The wary [wugs],The wary [wug],-13.468301773071289,-18.53080177307129,-15.258354187011719,-12.258354187011719,-14.13839054107666,-17.575891494750977,
test,0,5,5,The wary [wug],The wary [wugs],-14.570854187011719,-14.820854187011719,-16.21830177307129,-13.843301773071289,-16.844396591186523,-16.781896591186523,
test,1,5,5,The wary [wugs],The wary [wug],-13.843301773071289,-16.21830177307129,-14.820854187011719,-14.570854187011719,-15.70089054107666,-17.450891494750977,
test,0,5,5,The restless [wug],The restless [wugs],-9.84455680847168,-13.84455680847168,-15.840923309326172,-12.090923309326172,-13.705533027648926,-15.830533027648926,
test,1,5,5,The restless [wugs],The restless [wug],-12.090923309326172,-15.840923309326172,-13.84455680847168,-9.84455680847168,-12.80870532989502,-15.68370532989502,
test,0,5,5,The fierce [wug],The fierce [wugs],-12.872591972351074,-13.872591972351074,-16.560699462890625,-11.685700416564941,-14.39396858215332,-14.76896858215332,
test,1,5,5,The fierce [wugs],The fierce [wug],-11.685700416564941,-16.560699462890625,-13.872591972351074,-12.872591972351074,-12.037168502807617,-15.474668502807617,
test,0,5,5,The gentle [wug],The gentle [wugs],-12.954253196716309,-13.266753196716309,-18.392045974731445,-13.392045974731445,-15.781689643859863,-15.469189643859863,
test,1,5,5,The gentle [wugs],The gentle [wug],-13.392045974731445,-18.392045974731445,-13.266753196716309,-12.954253196716309,-13.398371696472168,-15.960871696472168,
test,0,5,5,The sturdy [wug],The sturdy [wugs],-13.247478485107422,-16.247478485107422,-19.3564510345459,-15.731450080871582,-16.326265335083008,-18.201265335083008,
test,1,5,5,The sturdy [wugs],The sturdy [wug],-15.731450080871582,-19.3564510345459,-16.247478485107422,-13.247478485107422,-14.888885498046875,-17.013885498046875,
test,0,5,5,The strange [wug],The strange [wugs],-14.43017864227295,-15.55517864227295,-18.288455963134766,-16.850955963134766,-16.35515594482422,-15.917655944824219,
test,1,5,5,The strange [wugs],The strange [wug],-16.850955963134766,-18.288455963134766,-15.55517864227295,-14.43017864227295,-16.711389541625977,-18.023889541625977,
test,0,5,5,The tiny [wug],The tiny [wugs],-13.015145301818848,-16.51514434814453,-19.056110382080078,-13.431111335754395,-15.777310371398926,-17.339811325073242,
test,1,5,5,The tiny [wugs],The tiny [wug],-13.431111335754395,-19.056110382080078,-16.51514434814453,-13.015145301818848,-14.700484275817871,-17.137985229492188,
test,0,5,5,The spotted [wug],The spotted [wugs],-15.137138366699219,-14.262138366699219,-15.388504028320312,-15.263504028320312,-12.627044677734375,-14.252044677734375,
test,1,5,5,The spotted [wugs],The spotted [wug],-15.263504028320312,-15.388504028320312,-14.262138366699219,-15.137138366699219,-15.046451568603516,-17.546451568603516,
test,0,5,5,The lively [wug],The lively [wugs],-12.09556770324707,-14.34556770324707,-15.12607479095459,-12.56357479095459,-15.203347206115723,-16.32834815979004,
test,1,5,5,The lively [wugs],The lively [wug],-12.56357479095459,-15.12607479095459,-14.34556770324707,-12.09556770324707,-13.82409381866455,-15.57409381866455,
test,0,5,5,The gentle [wug],The gentle [wugs],-12.704253196716309,-13.891753196716309,-16.829545974731445,-15.892045974731445,-15.906689643859863,-16.59419059753418,
test,1,5,5,The gentle [wugs],The gentle [wug],-15.892045974731445,-16.829545974731445,-13.891753196716309,-12.704253196716309,-14.585871696472168,-15.585871696472168,
test,0,5,5,The graceful [wug],The graceful [wugs],-10.383153915405273,-12.820653915405273,-11.914840698242188,-8.539840698242188,-11.03534984588623,-13.66034984588623,
test,1,5,5,The graceful [wugs],The graceful [wug],-8.539840698242188,-11.914840698242188,-12.820653915405273,-10.383153915405273,-13.2387113571167,-15.1762113571167,
test,0,5,5,The clever [wug],The clever [wugs],-11.382477760314941,-14.569977760314941,-16.11383819580078,-12.551338195800781,-14.421899795532227,-15.859399795532227,
test,1,5,5,The clever [wugs],The clever [wug],-12.551338195800781,-16.11383819580078,-14.569977760314941,-11.382477760314941,-13.970505714416504,-15.720505714416504,
test,0,5,5,The fierce [wug],The fierce [wugs],-13.935091972351074,-14.060091972351074,-18.123199462890625,-15.310700416564941,-16.08146858215332,-16.20646858215332,
test,1,5,5,The fierce [wugs],The fierce [wug],-15.310700416564941,-18.123199462890625,-14.060091972351074,-13.935091972351074,-14.162168502807617,-17.412168502807617,
test,0,5,5,The wary [wug],The wary [wugs],-14.133354187011719,-16.50835418701172,-19.68705177307129,-14.655801773071289,-16.656896591186523,-18.469396591186523,
test,1,5,5,The wary [wugs],The wary [wug],-14.655801773071289,-19.68705177307129,-16.50835418701172,-14.133354187011719,-16.325891494750977,-20.513391494750977,
test,0,5,5,The tiny [wug],The tiny [wugs],-11.702645301818848,-13.952645301818848,-16.431110382080078,-13.243611335754395,-14.214810371398926,-14.839810371398926,
test,1,5,5,The tiny [wugs],The tiny [wug],-13.243611335754395,-16.431110382080078,-13.952645301818848,-11.702645301818848,-11.825484275817871,-13.762984275817871,
test,0,5,5,The bold [wug],The bold [wugs],-13.357430458068848,-17.35742950439453,-17.092361450195312,-15.967361450195312,-17.56835174560547,-21.22460174560547,
test,1,5,5,The bold [wugs],The bold [wug],-15.967361450195312,-17.092361450195312,-17.35742950439453,-13.357430458068848,-16.17923927307129,-16.24173927307129,
test,0,5,5,The graceful [wug],The graceful [wugs],-6.695653438568115,-12.883153915405273,-10.227340698242188,-5.664840221405029,-9.03534984588623,-14.84784984588623,
test,1,5,5,The graceful [wugs],The graceful [wug],-5.664840221405029,-10.227340698242188,-12.883153915405273,-6.695653438568115,-9.0512113571167,-10.0512113571167,
test,0,5,5,The tiny [wug],The tiny [wugs],-16.45264434814453,-18.10889434814453,-17.743610382080078,-16.806110382080078,-20.527311325073242,-20.027311325073242,
test,1,5,5,The tiny [wugs],The tiny [wug],-16.806110382080078,-17.743610382080078,-18.10889434814453,-16.45264434814453,-18.325485229492188,-19.231735229492188,
test,0,5,5,The wary [wug],The wary [wugs],-13.070854187011719,-16.78960418701172,-20.03080177307129,-14.655801773071289,-14.344395637512207,-17.781896591186523,
test,1,5,5,The wary [wugs],The wary [wug],-14.655801773071289,-20.03080177307129,-16.78960418701172,-13.070854187011719,-15.26339054107666,-18.544641494750977,
test,0,5,5,The spotted [wug],The spotted [wugs],-15.887138366699219,-20.43401336669922,-18.076004028320312,-16.326004028320312,-14.127044677734375,-16.627044677734375,
test,1,5,5,The spotted [wugs],The spotted [wug],-16.326004028320312,-18.076004028320312,-20.43401336669922,-15.887138366699219,-15.046451568603516,-16.671451568603516,
test,0,5,5,The curious [wug],The curious [wugs],-11.306962013244629,-16.306962966918945,-15.06631851196289,-14.31631851196289,-15.166692733764648,-18.47919273376465,
test,1,5,5,The curious [wugs],The curious [wug],-14.31631851196289,-15.06631851196289,-16.306962966918945,-11.306962013244629,-17.00951385498047,-16.94701385498047,
test,0,5,5,The strange [wug],The strange [wugs],-14.99267864227295,-15.80517864227295,-17.913455963134766,-15.100955963134766,-17.10515594482422,-16.60515594482422,
test,1,5,5,The strange [wugs],The strange [wug],-15.100955963134766,-17.913455963134766,-15.80517864227295,-14.99267864227295,-15.586389541625977,-17.398889541625977,
test,0,5,5,The restless [wug],The restless [wugs],-11.40705680847168,-16.09455680847168,-15.278423309326172,-12.278423309326172,-12.330533027648926,-15.893033027648926,
test,1,5,5,The restless [wugs],The restless [wug],-12.278423309326172,-15.278423309326172,-16.09455680847168,-11.40705680847168,-13.87120532989502,-14.62120532989502,
test,0,5,5,The gentle [wug],The gentle [wugs],-12.891753196716309,-13.516753196716309,-17.767045974731445,-14.829545974731445,-14.344189643859863,-13.219189643859863,
test,1,5,5,The gentle [wugs],The gentle [wug],-14.829545974731445,-17.767045974731445,-13.516753196716309,-12.891753196716309,-15.585871696472168,-17.71087074279785,
test,0,5,5,The lively [wug],The lively [wugs],-12.90806770324707,-17.22056770324707,-18.751075744628906,-18.313575744628906,-17.26584815979004,-20.79709815979004,
test,1,5,5,The lively [wugs],The lively [wug],-18.313575744628906,-18.751075744628906,-17.22056770324707,-12.90806770324707,-17.574092864990234,-17.699092864990234,
test,0,5,5,The strange [wug],The strange [wugs],-13.24267864227295,-14.11767864227295,-17.100955963134766,-14.975955963134766,-17.29265594482422,-17.54265594482422,
test,1,5,5,The strange [wugs],The strange [wug],-14.975955963134766,-17.100955963134766,-14.11767864227295,-13.24267864227295,-15.148889541625977,-16.648889541625977,
test,0,5,5,The sturdy [wug],The sturdy [wugs],-4.05997896194458,-11.372478485107422,-10.668950080871582,-7.418950080871582,-7.13876485824585,-13.576264381408691,
test,1,5,5,The sturdy [wugs],The sturdy [wug],-7.418950080871582,-10.668950080871582,-11.372478485107422,-4.05997896194458,-6.826385974884033,-6.826385974884033,
test,0,5,5,The wary [wug],The wary [wugs],-15.008354187011719,-17.53960418701172,-16.71830177307129,-15.405801773071289,-18.219396591186523,-19.156896591186523,
test,1,5,5,The wary [wugs],The wary [wug],-15.405801773071289,-16.71830177307129,-17.53960418701172,-15.008354187011719,-18.200891494750977,-19.857141494750977,
test,0,5,5,The shy [wug],The shy [wugs],-9.930618286132812,-12.805618286132812,-14.677145004272461,-11.864645004272461,-12.901163101196289,-14.588663101196289,
test,1,5,5,The shy [wugs],The shy [wug],-11.864645004272461,-14.677145004272461,-12.805618286132812,-9.930618286132812,-12.396195411682129,-14.708695411682129,
test,0,5,5,The tiny [wug],The tiny [wugs],-9.077645301818848,-13.515145301818848,-15.931111335754395,-11.806111335754395,-14.027310371398926,-16.652311325073242,
test,1,5,5,The tiny [wugs],The tiny [wug],-11.806111335754395,-15.931111335754395,-13.515145301818848,-9.077645301818848,-14.637984275817871,-14.450484275817871,
test,0,5,5,The wary [wug],The wary [wugs],-9.945854187011719,-13.258354187011719,-17.28080177307129,-11.655801773071289,-13.281895637512207,-15.906895637512207,
test,1,5,5,The wary [wugs],The wary [wug],-11.655801773071289,-17.28080177307129,-13.258354187011719,-9.945854187011719,-12.63839054107666,-16.513391494750977,
test,0,5,5,The sturdy [wug],The sturdy [wugs],-14.997478485107422,-15.497478485107422,-16.9189510345459,-16.2314510345459,-16.451265335083008,-16.826265335083008,
test,1,5,5,The sturdy [wugs],The sturdy [wug],-16.2314510345459,-16.9189510345459,-15.497478485107422,-14.997478485107422,-14.326385498046875,-15.513885498046875,
test,0,5,5,The strange [wug],The strange [wugs],-12.36767864227295,-14.05517864227295,-17.288455963134766,-14.288455963134766,-16.16765594482422,-16.91765594482422,
test,1,5,5,The strange [wugs],The strange [wug],-14.288455963134766,-17.288455963134766,-14.05517864227295,-12.36767864227295,-13.711389541625977,-15.711389541625977,
test,0,5,5,The gentle [wug],The gentle [wugs],-14.204253196716309,-16.579254150390625,-19.392045974731445,-14.642045974731445,-15.844189643859863,-17.59419059753418,
test,1,5,5,The gentle [wugs],The gentle [wug],-14.642045974731445,-19.392045974731445,-16.579254150390625,-14.204253196716309,-15.273371696472168,-18.08587074279785,
test,0,5,5,The wary [wug],The wary [wugs],-13.695854187011719,-17.19585418701172,-19.96830177307129,-15.343301773071289,-14.281895637512207,-16.469396591186523,
test,1,5,5,The wary [wugs],The wary [wug],-15.343301773071289,-19.96830177307129,-17.19585418701172,-13.695854187011719,-15.95089054107666,-17.700891494750977,
test,0,5,5,The gentle [wug],The gentle [wugs],-15.391753196716309,-17.329254150390625,-21.267045974731445,-18.329545974731445,-18.65669059753418,-20.00044059753418,
test,1,5,5,The gentle [wugs],The gentle [wug],-18.329545974731445,-21.267045974731445,-17.329254150390625,-15.391753196716309,-15.335871696472168,-16.96087074279785,
test,0,5,5,The clever [wug],The clever [wugs],-10.319977760314941,-14.319977760314941,-15.738838195800781,-12.051338195800781,-13.046899795532227,-14.859399795532227,
test,1,5,5,The clever [wugs],The clever [wug],-12.051338195800781,-15.738838195800781,-14.319977760314941,-10.319977760314941,-15.595505714416504,-15.845505714416504,
test,0,5,5,The bold [wug],The bold [wugs],-13.232430458068848,-15.857430458068848,-17.404861450195312,-15.529861450195312,-17.31835174560547,-18.94335174560547,
test,1,5,5,The bold [wugs],The bold [wug],-15.529861450195312,-17.404861450195312,-15.857430458068848,-13.232430458068848,-14.366738319396973,-14.679238319396973,
test,0,5,5,The restless [wug],The restless [wugs],-13.84455680847168,-17.28205680847168,-17.215923309326172,-15.278423309326172,-15.705533027648926,-17.830533981323242,
test,1,5,5,The restless [wugs],The restless [wug],-15.278423309326172,-17.215923309326172,-17.28205680847168,-13.84455680847168,-15.49620532989502,-17.183706283569336,
test,0,5,5,The bold [wug],The bold [wugs],-10.794930458068848,-15.294930458068848,-15.654861450195312,-13.717361450195312,-14.318352699279785,-18.56835174560547,
test,1,5,5,The bold [wugs],The bold [wug],-13.717361450195312,-15.654861450195312,-15.294930458068848,-10.794930458068848,-13.554238319396973,-14.616738319396973,
test,0,5,5,The restless [wug],The restless [wugs],-13.71955680847168,-14.34455680847168,-17.778423309326172,-14.653423309326172,-14.518033027648926,-14.268033027648926,
test,1,5,5,The restless [wugs],The restless [wug],-14.653423309326172,-17.778423309326172,-14.34455680847168,-13.71955680847168,-16.746206283569336,-19.371206283569336,
test,0,5,5,The gentle [wug],The gentle [wugs],-13.641753196716309,-15.266753196716309,-18.017045974731445,-15.454545974731445,-16.09419059753418,-16.59419059753418,
test,1,5,5,The gentle [wugs],The gentle [wug],-15.454545974731445,-18.017045974731445,-15.266753196716309,-13.641753196716309,-16.08587074279785,-18.27337074279785,
test,0,5,5,The wary [wug],The wary [wugs],-13.445854187011719,-15.883354187011719,-17.46830177307129,-14.218301773071289,-16.281896591186523,-17.031896591186523,
test,1,5,5,The wary [wugs],The wary [wug],-14.218301773071289,-17.46830177307129,-15.883354187011719,-13.445854187011719,-17.325891494750977,-18.950891494750977,
test,0,5,5,The strange [wug],The strange [wugs],-13.68017864227295,-15.74267864227295,-15.850955963134766,-15.350955963134766,-14.980155944824219,-16.10515594482422,
