split,inverse,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B,error
train,0,10,1,The nervous shark around the thresholds outside the drums,The nervous sharks around the threshold outside the drum,-13.7088041305542,-14.4588041305542,-16.350006103515625,-15.443755149841309,-17.039409637451172,-15.820658683776855,
train,0,10,1,The slender cow outside the piles behind the rushes,The slender cows outside the pile behind the rush,-16.455293655395508,-18.330293655395508,-15.930849075317383,-14.243349075317383,-14.49596881866455,-14.30846881866455,
train,0,10,1,The bright chick past the nests beneath the milestones,The bright chicks past the nest beneath the milestone,-20.012876510620117,-21.356626510620117,-21.75935173034668,-21.10310173034668,-19.74816131591797,-20.02941131591797,
train,0,10,1,The fuzzy whale behind the plants past the logs,The fuzzy whales behind the plant past the log,-1.6595131158828735,-7.409512996673584,-3.073089122772217,-2.823089122772217,-2.5434718132019043,-3.7934718132019043,
train,0,10,1,The fuzzy turtle outside the drums behind the bolts,The fuzzy turtles outside the drum behind the bolt,-1.709928035736084,-5.584928035736084,-3.6653761863708496,-1.5403761863708496,-4.150740146636963,-2.900740146636963,
train,0,10,1,The quiet panda past the screws beneath the boilers,The quiet pandas past the screw beneath the boiler,-0.6683269143104553,-7.7933268547058105,-2.5222647190093994,-1.7722647190093994,-2.579141616821289,-2.454141616821289,
train,0,10,1,The fuzzy lion outside the pots behind the pans,The fuzzy lions outside the pot behind the pan,-1.1519449949264526,-7.276945114135742,-1.4978817701339722,-1.2478817701339722,-2.002830743789673,-1.5028307437896729,
train,0,10,1,The slender kitten behind the houses past the rocks,The slender kittens behind the house past the rock,-2.1411871910095215,-7.7661871910095215,-6.290383815765381,-2.040383815765381,-5.37581729888916,-2.62581729888916,
train,0,10,1,The calm horse around the belts outside the piles,The calm horses around the belt outside the pile,-13.288275718688965,-16.35077667236328,-13.096858024597168,-11.471858024597168,-12.854975700378418,-11.542475700378418,
train,0,10,1,The sleepy rat around the towers outside the cabins,The sleepy rats around the tower outside the cabin,-1.300437331199646,-6.5504374504089355,-6.180990695953369,-1.8059905767440796,-5.664018630981445,-2.4140186309814453,
train,0,10,1,The slender whale past the logs beneath the columns,The slender whales past the log beneath the column,-12.336771011352539,-14.524271011352539,-14.678966522216797,-13.116466522216797,-14.462348937988281,-13.274848937988281,
train,0,10,1,The bright horse beneath the trenches around the dams,The bright horses beneath the trench around the dam,-1.8275845050811768,-6.452584266662598,-3.4986701011657715,-1.373670220375061,-3.0956854820251465,-1.9706854820251465,
train,0,10,1,The bright turtle beneath the barrels around the statues,The bright turtles beneath the barrel around the statue,-2.1694560050964355,-6.1694560050964355,-4.560253143310547,-3.310253143310547,-4.692559242248535,-3.942559003829956,
train,0,10,1,The bright dog around the tables outside the houses,The bright dogs around the table outside the house,-12.718233108520508,-15.093233108520508,-15.822924613952637,-12.135424613952637,-15.423294067382812,-11.923294067382812,
train,0,10,1,The calm cock around the walls outside the tables,The calm cocks around the wall outside the table,-2.776919364929199,-3.401919364929199,-4.117768287658691,-2.9927680492401123,-4.512441158294678,-3.7624409198760986,
train,0,10,1,The sleepy dolphin beneath the boilers around the tanks,The sleepy dolphins beneath the boiler around the tank,-2.4028711318969727,-6.902871131896973,-4.799582004547119,-3.549582004547119,-4.4315104484558105,-4.3065104484558105,
train,0,10,1,The slender dolphin outside the drums behind the bolts,The slender dolphins outside the drum behind the bolt,-1.3984570503234863,-5.523457050323486,-4.1951799392700195,-2.1951799392700195,-5.3211283683776855,-4.4461283683776855,
train,0,10,1,The quiet dolphin past the screws beneath the boilers,The quiet dolphins past the screw beneath the boiler,-1.2280607223510742,-7.853060722351074,-3.504680633544922,-3.129680633544922,-3.9761290550231934,-4.101129055023193,
train,0,10,1,The timid pup past the screws beneath the boilers,The timid pups past the screw beneath the boiler,-12.260712623596191,-15.635712623596191,-12.825807571411133,-10.763307571411133,-12.875428199768066,-12.062928199768066,
train,0,10,1,The slender shark outside the pots behind the pans,The slender sharks outside the pot behind the pan,-0.706449568271637,-6.956449508666992,-1.715032935142517,-0.7150329351425171,-1.991642951965332,-0.991642951965332,
train,0,10,1,The sleepy whale behind the pans past the cars,The sleepy whales behind the pan past the car,-14.16806697845459,-15.48056697845459,-19.823150634765625,-18.104400634765625,-19.12574005126953,-17.18824005126953,
train,0,10,1,The slender panda outside the drums behind the bolts,The slender pandas outside the drum behind the bolt,-1.5284919738769531,-5.153491973876953,-3.696800470352173,-1.5718004703521729,-4.595388889312744,-3.345388889312744,
train,0,10,1,The timid rat outside the pipes behind the valves,The timid rats outside the pipe behind the valve,-1.5274580717086792,-7.527458190917969,-5.357207298278809,-1.2322070598602295,-4.400211334228516,-2.0252113342285156,
train,0,10,1,The fuzzy kit beneath the trenches around the dams,The fuzzy kits beneath the trench around the dam,-15.00599193572998,-17.818490982055664,-16.255874633789062,-14.755875587463379,-16.014047622680664,-15.139047622680664,
train,0,10,1,The sleepy bat around the towers outside the cabins,The sleepy bats around the tower outside the cabin,-0.9388033151626587,-6.188803195953369,-4.492600917816162,-1.117600917816162,-4.2431440353393555,-1.8681440353393555,
train,0,10,1,The sleepy lion outside the windows behind the crates,The sleepy lions outside the window behind the crate,-1.6131559610366821,-6.113155841827393,-4.355925559997559,-1.9809255599975586,-4.223272323608398,-1.4732720851898193,
train,0,10,1,The sleepy kitten outside the pots behind the pans,The sleepy kittens outside the pot behind the pan,-1.2569669485092163,-8.256966590881348,-2.7849338054656982,-1.1599338054656982,-3.0007636547088623,-1.5007636547088623,
train,0,10,1,The calm panda past the rocks beneath the chairs,The calm pandas past the rock beneath the chair,-1.9858057498931885,-6.985805511474609,-3.957472324371338,-2.082472324371338,-3.8577091693878174,-2.2327091693878174,
train,0,10,1,The timid cow beneath the columns around the towers,The timid cows beneath the column around the tower,-2.71596097946167,-7.71596097946167,-4.923593521118164,-1.798593282699585,-4.652312278747559,-2.5273122787475586,
train,0,10,1,The sleepy panda around the towers outside the cabins,The sleepy pandas around the tower outside the cabin,-1.01332426071167,-5.38832426071167,-4.727673053741455,-0.8526729941368103,-4.574060916900635,-1.6990610361099243,
train,0,10,1,The fuzzy turtle outside the cabins behind the signs,The fuzzy turtles outside the cabin behind the sign,-12.856606483459473,-14.606606483459473,-16.105966567993164,-14.668466567993164,-15.235145568847656,-14.110145568847656,
train,0,10,1,The fuzzy chick outside the drums behind the bolts,The fuzzy chicks outside the drum behind the bolt,-2.4203097820281982,-5.670310020446777,-3.9256882667541504,-2.1756882667541504,-4.3537373542785645,-3.6037373542785645,
