split,inverse,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B,n_nodes
train,0,The sleepy bat,The sleepy bats,-2.0464906692504883,-10.171490669250488,-8.45367431640625,-1.76617431640625,-8.09788703918457,-1.8478868007659912,128
train,1,The sleepy bats,The sleepy bat,-1.76617431640625,-8.45367431640625,-10.171490669250488,-2.0464906692504883,-9.883784294128418,-2.258784294128418,128
train,0,The fuzzy frog,The fuzzy frogs,-12.373226165771484,-15.185726165771484,-15.832802772521973,-11.707802772521973,-15.573853492736816,-11.698853492736816,128
train,1,The fuzzy frogs,The fuzzy frog,-11.707802772521973,-15.832802772521973,-15.185726165771484,-12.373226165771484,-15.095235824584961,-12.470235824584961,128
train,0,The bright shark,The bright sharks,-9.019481658935547,-11.706981658935547,-11.733707427978516,-9.171207427978516,-11.458460807800293,-9.145960807800293,128
train,1,The bright sharks,The bright shark,-9.171207427978516,-11.733707427978516,-11.706981658935547,-9.019481658935547,-11.542474746704102,-9.042474746704102,128
train,0,The small bat,The small bats,-8.144024848937988,-14.706524848937988,-13.221708297729492,-7.596708297729492,-13.003684997558594,-7.628684997558594,128
train,1,The small bats,The small bat,-7.596708297729492,-13.221708297729492,-14.706524848937988,-8.144024848937988,-14.428129196166992,-8.178129196166992,128
train,0,The bright chick,The bright chicks,-15.253191947937012,-17.190692901611328,-16.955263137817383,-15.0490140914917,-16.930259704589844,-15.08651065826416,128
train,1,The bright chicks,The bright chick,-15.0490140914917,-16.955263137817383,-17.190692901611328,-15.253191947937012,-17.199338912963867,-15.355588912963867,128
train,0,The nervous panda,The nervous pandas,-12.229968070983887,-13.292468070983887,-14.242985725402832,-12.117985725402832,-14.233732223510742,-12.296232223510742,128
train,1,The nervous pandas,The nervous panda,-12.117985725402832,-14.242985725402832,-13.292468070983887,-12.229968070983887,-13.086591720581055,-12.211591720581055,128
train,0,The slender turtle,The slender turtles,-12.91177749633789,-16.72427749633789,-16.817707061767578,-13.880208015441895,-16.84145164489746,-14.091450691223145,128
train,1,The slender turtles,The slender turtle,-13.880208015441895,-16.817707061767578,-16.72427749633789,-12.91177749633789,-16.609329223632812,-12.984328269958496,128
