epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.391449133057419,0.7662015557289124,0.043785229325294495,101.01569073994955,81.40008595784505,1.46875,1.484375,1.4494974613189697,1.953125,0.1279296875,	cat |  doors |  cats |  walls |  bird, cats |  dogs |  books |  boats |  birds,0.5672268867492676,0.5630252361297607,0.5714285969734192
2,0.6077781969201169,0.007250652182847261,1.4549734592437744,31.13807907104492,29.25156110127767,1.484375,1.4921875,1.4494974613189697,1.9765625,0.1171875,	cat |  doors |  bird |  walls |  cats, cats |  dogs |  books |  boats |  birds,0.6344537734985352,0.7226890921592712,0.5462185144424438
3,1.2590807181711474,0.5188607573509216,0.021392378956079483,29.864312064647674,29.308773549397788,1.484375,1.4921875,1.4494974613189697,1.984375,0.11328125,	cat |  doors |  bird |  cats |  walls, cats |  dogs |  books |  boats |  birds,0.6344537734985352,0.6890756487846375,0.5798319578170776
4,0.8195096093011254,9.851055074250326e-05,2.7459473609924316,17.719137288133304,18.197901558876037,1.5,1.5,1.4494974613189697,2.0,0.10498046875,	cat |  doors |  bird |  cats |  walls, cats |  dogs |  books |  boats |  birds,0.6638655662536621,0.9915966391563416,0.3361344635486603
5,1.0368853103008822,0.42618319392204285,0.025853760540485382,19.250741276703774,19.100203587238987,1.5,1.5078125,1.4494974613189697,2.015625,0.09814453125,	cat |  doors |  bird |  cats |  kitten, cats |  dogs |  books |  boats |  birds,0.7647058963775635,0.8067227005958557,0.7226890921592712
6,0.8154103172801002,7.78756511863321e-05,2.2037417888641357,16.75647241626866,16.735771703967476,1.5078125,1.5078125,1.4494974613189697,2.03125,0.09228515625,	cat |  bird |  doors |  kitten |  cats, cats |  dogs |  books |  boats |  birds,0.8445377945899963,0.9915966391563416,0.6974790096282959
7,0.9017270237275682,1.2035982608795166,0.000567478418815881,15.755289931595325,15.700532158215841,1.5,1.515625,1.4494974613189697,2.03125,0.09228515625,	cat |  doors |  bird |  cats |  kitten, cats |  dogs |  books |  boats |  birds,0.8025209903717041,0.7142857313156128,0.8907563090324402
8,1.6685519795484463,0.8068411350250244,0.0036694244481623173,31.592178352052965,31.586762579282126,1.5,1.5234375,1.4494974613189697,2.046875,0.087890625,	cat |  doors |  bird |  kitten |  door, cats |  dogs |  books |  boats |  birds,0.8151260614395142,0.7226890921592712,0.9075630307197571
9,0.8605445302912803,1.20479416847229,0.0005222710897214711,20.782867193420923,20.700699720780054,1.5078125,1.5234375,1.4494974613189697,2.046875,0.08544921875,	cat |  doors |  bird |  door |  kitten, cats |  dogs |  books |  boats |  birds,0.8067227005958557,0.680672287940979,0.9327731132507324
10,1.3009858507212697,4.629915201803669e-05,1.9511513710021973,25.045762870124115,25.003675456220904,1.5234375,1.515625,1.4494974613189697,2.0625,0.08056640625,	cat |  bird |  doors |  kitten |  cats, cats |  dogs |  books |  boats |  birds,0.8991596698760986,1.0,0.7983193397521973
