epoch,wug_proj,wugs_proj,dist
1,0.05455083027482033,0.07586116343736649,0.021310333162546158
2,0.025958184152841568,0.09711289405822754,0.07115471363067627
3,0.022734785452485085,0.10175070911645889,0.07901592552661896
4,0.01850225403904915,0.105107881128788,0.08660562336444855
5,0.015565762296319008,0.108002208173275,0.09243644773960114
6,0.011605840176343918,0.11204378306865692,0.1004379391670227
7,0.006072532385587692,0.11775955557823181,0.11168701946735382
8,0.005068864673376083,0.11866001039743423,0.11359114944934845
9,0.00472605973482132,0.11946119368076324,0.11473513394594193
10,0.0016007721424102783,0.12272683531045914,0.12112606316804886
