epoch,wug_proj,wugs_proj,dist
1,0.010701814666390419,0.09119604527950287,0.0804942324757576
2,-0.009365331381559372,0.10789723694324493,0.1172625720500946
3,-0.030404161661863327,0.12745130062103271,0.15785546600818634
4,-0.05657704919576645,0.14961719512939453,0.20619425177574158
5,-0.0575593039393425,0.1501328945159912,0.2076922059059143
6,-0.06312441825866699,0.1526610553264618,0.21578547358512878
7,-0.07113863527774811,0.1602487564086914,0.23138739168643951
8,-0.07327701151371002,0.1621730625629425,0.23545007407665253
9,-0.08228094130754471,0.16660235822200775,0.24888330698013306
10,-0.08680132031440735,0.17011834681034088,0.2569196820259094
11,-0.0888436883687973,0.17372407019138336,0.26256775856018066
