split,inverse,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B,error
train,0,10,1,The nervous shark around the thresholds outside the drums,The nervous sharks around the threshold outside the drum,-13.613961219787598,-14.363961219787598,-16.13059425354004,-15.224344253540039,-16.13059425354004,-15.224344253540039,
train,1,10,1,The nervous sharks around the threshold outside the drum,The nervous shark around the thresholds outside the drums,-15.224344253540039,-16.13059425354004,-14.363961219787598,-13.613961219787598,-14.363961219787598,-13.613961219787598,
train,0,10,1,The slender cow outside the piles behind the rushes,The slender cows outside the pile behind the rush,-16.4163818359375,-18.2913818359375,-15.798871994018555,-14.111371994018555,-15.782843589782715,-14.095343589782715,
train,1,10,1,The slender cows outside the pile behind the rush,The slender cow outside the piles behind the rushes,-14.111371994018555,-15.798871994018555,-18.2913818359375,-16.4163818359375,-18.378324508666992,-16.503324508666992,
train,0,10,1,The bright chick past the nests beneath the milestones,The bright chicks past the nest beneath the milestone,-20.006927490234375,-21.350677490234375,-21.755786895751953,-21.099536895751953,-21.661548614501953,-20.974048614501953,
train,1,10,1,The bright chicks past the nest beneath the milestone,The bright chick past the nests beneath the milestones,-21.099536895751953,-21.755786895751953,-21.350677490234375,-20.006927490234375,-21.45805549621582,-20.11430549621582,
train,0,10,1,The fuzzy whale behind the plants past the logs,The fuzzy whales behind the plant past the log,-1.6547541618347168,-7.404754161834717,-3.049166202545166,-2.799166202545166,-3.049166202545166,-2.799166202545166,
train,1,10,1,The fuzzy whales behind the plant past the log,The fuzzy whale behind the plants past the logs,-2.799166202545166,-3.049166202545166,-7.404754161834717,-1.6547541618347168,-7.404754161834717,-1.6547541618347168,
train,0,10,1,The fuzzy turtle outside the drums behind the bolts,The fuzzy turtles outside the drum behind the bolt,-1.6544212102890015,-5.529421329498291,-3.627444267272949,-1.5024442672729492,-3.582916021347046,-1.457916021347046,
train,1,10,1,The fuzzy turtles outside the drum behind the bolt,The fuzzy turtle outside the drums behind the bolts,-1.5024442672729492,-3.627444267272949,-5.529421329498291,-1.6544212102890015,-5.56328010559082,-1.6882802248001099,
train,0,10,1,The quiet panda past the screws beneath the boilers,The quiet pandas past the screw beneath the boiler,-0.6639934182167053,-7.7889933586120605,-2.432535171508789,-1.6825352907180786,-2.398195266723633,-1.6481953859329224,
train,1,10,1,The quiet pandas past the screw beneath the boiler,The quiet panda past the screws beneath the boilers,-1.6825352907180786,-2.432535171508789,-7.7889933586120605,-0.6639934182167053,-7.9151997566223145,-0.6651999354362488,
train,0,10,1,The fuzzy lion outside the pots behind the pans,The fuzzy lions outside the pot behind the pan,-1.1324121952056885,-7.257411956787109,-1.4153544902801514,-1.1653544902801514,-1.4234750270843506,-1.1734750270843506,
train,1,10,1,The fuzzy lions outside the pot behind the pan,The fuzzy lion outside the pots behind the pans,-1.1653544902801514,-1.4153544902801514,-7.257411956787109,-1.1324121952056885,-7.230311393737793,-1.1053112745285034,
train,0,10,1,The slender kitten behind the houses past the rocks,The slender kittens behind the house past the rock,-1.9976806640625,-7.6226806640625,-5.915774345397949,-1.6657741069793701,-5.809854984283447,-1.6848551034927368,
train,1,10,1,The slender kittens behind the house past the rock,The slender kitten behind the houses past the rocks,-1.6657741069793701,-5.915774345397949,-7.6226806640625,-1.9976806640625,-7.559817790985107,-2.0598177909851074,
train,0,10,1,The calm horse around the belts outside the piles,The calm horses around the belt outside the pile,-13.27439022064209,-16.336889266967773,-13.080832481384277,-11.455832481384277,-13.132797241210938,-11.507797241210938,
train,1,10,1,The calm horses around the belt outside the pile,The calm horse around the belts outside the piles,-11.455832481384277,-13.080832481384277,-16.336889266967773,-13.27439022064209,-16.33892059326172,-13.276419639587402,
train,0,10,1,The sleepy rat around the towers outside the cabins,The sleepy rats around the tower outside the cabin,-1.2949116230010986,-6.5449113845825195,-6.08589506149292,-1.71089506149292,-6.136008262634277,-1.636008381843567,
train,1,10,1,The sleepy rats around the tower outside the cabin,The sleepy rat around the towers outside the cabins,-1.71089506149292,-6.08589506149292,-6.5449113845825195,-1.2949116230010986,-6.467803001403809,-1.217802882194519,
train,0,10,1,The slender whale past the logs beneath the columns,The slender whales past the log beneath the column,-12.32863712310791,-14.51613712310791,-14.674903869628906,-13.112403869628906,-14.79897403717041,-13.23647403717041,
train,1,10,1,The slender whales past the log beneath the column,The slender whale past the logs beneath the columns,-13.112403869628906,-14.674903869628906,-14.51613712310791,-12.32863712310791,-12.510221481323242,-14.385221481323242,
train,0,10,1,The bright horse beneath the trenches around the dams,The bright horses beneath the trench around the dam,-1.8228302001953125,-6.4478302001953125,-3.49454927444458,-1.3695493936538696,-3.4222121238708496,-1.5472122430801392,
train,1,10,1,The bright horses beneath the trench around the dam,The bright horse beneath the trenches around the dams,-1.3695493936538696,-3.49454927444458,-6.4478302001953125,-1.8228302001953125,-2.184260368347168,-6.184260368347168,
train,0,10,1,The bright turtle beneath the barrels around the statues,The bright turtles beneath the barrel around the statue,-2.1519813537597656,-6.151981353759766,-4.535581588745117,-3.2855818271636963,-4.535191059112549,-3.2851908206939697,
train,1,10,1,The bright turtles beneath the barrel around the statue,The bright turtle beneath the barrels around the statues,-3.2855818271636963,-4.535581588745117,-6.151981353759766,-2.1519813537597656,-6.164306163787842,-2.164306163787842,
train,0,10,1,The bright dog around the tables outside the houses,The bright dogs around the table outside the house,-12.682732582092285,-15.057732582092285,-15.461560249328613,-11.774060249328613,-15.479167938232422,-11.791667938232422,
train,1,10,1,The bright dogs around the table outside the house,The bright dog around the tables outside the houses,-11.774060249328613,-15.461560249328613,-15.057732582092285,-12.682732582092285,-15.014106750488281,-12.701606750488281,
train,0,10,1,The calm cock around the walls outside the tables,The calm cocks around the wall outside the table,-2.6703543663024902,-3.2953543663024902,-3.7263736724853516,-2.6013736724853516,-3.730630874633789,-2.605630874633789,
train,1,10,1,The calm cocks around the wall outside the table,The calm cock around the walls outside the tables,-2.6013736724853516,-3.7263736724853516,-3.2953543663024902,-2.6703543663024902,-3.3568906784057617,-2.7318906784057617,
train,0,10,1,The sleepy dolphin beneath the boilers around the tanks,The sleepy dolphins beneath the boiler around the tank,-2.295969009399414,-6.795969009399414,-4.396514892578125,-3.146514892578125,-4.315309524536133,-3.315309524536133,
train,1,10,1,The sleepy dolphins beneath the boiler around the tank,The sleepy dolphin beneath the boilers around the tanks,-3.146514892578125,-4.396514892578125,-6.795969009399414,-2.295969009399414,-6.775312423706055,-2.5253121852874756,
train,0,10,1,The slender dolphin outside the drums behind the bolts,The slender dolphins outside the drum behind the bolt,-1.3822410106658936,-5.507241249084473,-4.191814422607422,-2.191814422607422,-4.137740612030029,-2.1377408504486084,
train,1,10,1,The slender dolphins outside the drum behind the bolt,The slender dolphin outside the drums behind the bolts,-2.191814422607422,-4.191814422607422,-5.507241249084473,-1.3822410106658936,-5.510102272033691,-1.3851025104522705,
train,0,10,1,The quiet dolphin past the screws beneath the boilers,The quiet dolphins past the screw beneath the boiler,-1.2161788940429688,-7.841178894042969,-3.3969340324401855,-3.0219340324401855,-3.439979076385498,-2.814979076385498,
train,1,10,1,The quiet dolphins past the screw beneath the boiler,The quiet dolphin past the screws beneath the boilers,-3.0219340324401855,-3.3969340324401855,-7.841178894042969,-1.2161788940429688,-5.921346664428711,-2.171346664428711,
train,0,10,1,The timid pup past the screws beneath the boilers,The timid pups past the screw beneath the boiler,-12.257075309753418,-15.632075309753418,-12.779867172241211,-10.717367172241211,-12.97912311553955,-10.22912311553955,
train,1,10,1,The timid pups past the screw beneath the boiler,The timid pup past the screws beneath the boilers,-10.717367172241211,-12.779867172241211,-15.632075309753418,-12.257075309753418,-9.977375984191895,-13.664875984191895,
train,0,10,1,The slender shark outside the pots behind the pans,The slender sharks outside the pot behind the pan,-0.6943415403366089,-6.944341659545898,-1.7061864137649536,-0.7061864137649536,-1.7061864137649536,-0.7061864137649536,
train,1,10,1,The slender sharks outside the pot behind the pan,The slender shark outside the pots behind the pans,-0.7061864137649536,-1.7061864137649536,-6.944341659545898,-0.6943415403366089,-6.944341659545898,-0.6943415403366089,
train,0,10,1,The sleepy whale behind the pans past the cars,The sleepy whales behind the pan past the car,-14.049209594726562,-15.361709594726562,-17.492881774902344,-15.774130821228027,-17.51049041748047,-15.729239463806152,
train,1,10,1,The sleepy whales behind the pan past the car,The sleepy whale behind the pans past the cars,-15.774130821228027,-17.492881774902344,-15.361709594726562,-14.049209594726562,-15.409222602844238,-14.034222602844238,
train,0,10,1,The slender panda outside the drums behind the bolts,The slender pandas outside the drum behind the bolt,-1.506859302520752,-5.131859302520752,-3.6875009536743164,-1.5625008344650269,-3.5798327922821045,-1.5798327922821045,
train,1,10,1,The slender pandas outside the drum behind the bolt,The slender panda outside the drums behind the bolts,-1.5625008344650269,-3.6875009536743164,-5.131859302520752,-1.506859302520752,-5.043749809265137,-1.4187498092651367,
train,0,10,1,The timid rat outside the pipes behind the valves,The timid rats outside the pipe behind the valve,-1.5194612741470337,-7.519461154937744,-5.331991195678711,-1.20699143409729,-5.293848037719727,-1.1688482761383057,
train,1,10,1,The timid rats outside the pipe behind the valve,The timid rat outside the pipes behind the valves,-1.20699143409729,-5.331991195678711,-7.519461154937744,-1.5194612741470337,-7.409976005554199,-1.5349757671356201,
train,0,10,1,The fuzzy kit beneath the trenches around the dams,The fuzzy kits beneath the trench around the dam,-15.005578994750977,-17.818078994750977,-16.25558853149414,-14.755587577819824,-16.37225341796875,-14.872254371643066,
train,1,10,1,The fuzzy kits beneath the trench around the dam,The fuzzy kit beneath the trenches around the dams,-14.755587577819824,-16.25558853149414,-17.818078994750977,-15.005578994750977,-16.325153350830078,-14.700154304504395,
train,0,10,1,The sleepy bat around the towers outside the cabins,The sleepy bats around the tower outside the cabin,-0.9377944469451904,-6.1877946853637695,-4.441833019256592,-1.0668330192565918,-4.441833019256592,-1.0668330192565918,
train,1,10,1,The sleepy bats around the tower outside the cabin,The sleepy bat around the towers outside the cabins,-1.0668330192565918,-4.441833019256592,-6.1877946853637695,-0.9377944469451904,-6.1877946853637695,-0.9377944469451904,
train,0,10,1,The sleepy lion outside the windows behind the crates,The sleepy lions outside the window behind the crate,-1.5951675176620483,-6.095167636871338,-4.310680866241455,-1.935680627822876,-4.194413185119629,-1.944413185119629,
train,1,10,1,The sleepy lions outside the window behind the crate,The sleepy lion outside the windows behind the crates,-1.935680627822876,-4.310680866241455,-6.095167636871338,-1.5951675176620483,-5.979587554931641,-1.6045873165130615,
train,0,10,1,The sleepy kitten outside the pots behind the pans,The sleepy kittens outside the pot behind the pan,-1.234490156173706,-8.234490394592285,-2.7083165645599365,-1.0833165645599365,-2.7987091541290283,-1.0487091541290283,
train,1,10,1,The sleepy kittens outside the pot behind the pan,The sleepy kitten outside the pots behind the pans,-1.0833165645599365,-2.7083165645599365,-8.234490394592285,-1.234490156173706,-8.273429870605469,-1.1484296321868896,
train,0,10,1,The calm panda past the rocks beneath the chairs,The calm pandas past the rock beneath the chair,-1.9767019748687744,-6.976701736450195,-3.939497947692871,-2.064497947692871,-3.9575579166412354,-1.9575579166412354,
train,1,10,1,The calm pandas past the rock beneath the chair,The calm panda past the rocks beneath the chairs,-2.064497947692871,-3.939497947692871,-6.976701736450195,-1.9767019748687744,-6.946463584899902,-1.8214633464813232,
train,0,10,1,The timid cow beneath the columns around the towers,The timid cows beneath the column around the tower,-2.6876072883605957,-7.687607288360596,-4.867858409881592,-1.7428585290908813,-5.0172648429870605,-1.892264723777771,
train,1,10,1,The timid cows beneath the column around the tower,The timid cow beneath the columns around the towers,-1.7428585290908813,-4.867858409881592,-7.687607288360596,-2.6876072883605957,-4.4191575050354,-7.7941575050354,
train,0,10,1,The sleepy panda around the towers outside the cabins,The sleepy pandas around the tower outside the cabin,-1.0130151510238647,-5.388015270233154,-4.662689208984375,-0.7876890301704407,-4.662689208984375,-0.7876890301704407,
train,1,10,1,The sleepy pandas around the tower outside the cabin,The sleepy panda around the towers outside the cabins,-0.7876890301704407,-4.662689208984375,-5.388015270233154,-1.0130151510238647,-5.388015270233154,-1.0130151510238647,
train,0,10,1,The fuzzy turtle outside the cabins behind the signs,The fuzzy turtles outside the cabin behind the sign,-12.837993621826172,-14.587993621826172,-16.097942352294922,-14.660442352294922,-16.048986434936523,-14.67398738861084,
train,1,10,1,The fuzzy turtles outside the cabin behind the sign,The fuzzy turtle outside the cabins behind the signs,-14.660442352294922,-16.097942352294922,-14.587993621826172,-12.837993621826172,-14.516949653625488,-12.766949653625488,
train,0,10,1,The fuzzy chick outside the drums behind the bolts,The fuzzy chicks outside the drum behind the bolt,-2.361840009689331,-5.61184024810791,-3.8964364528656006,-2.1464364528656006,-3.7830371856689453,-2.0330371856689453,
train,1,10,1,The fuzzy chicks outside the drum behind the bolt,The fuzzy chick outside the drums behind the bolts,-2.1464364528656006,-3.8964364528656006,-5.61184024810791,-2.361840009689331,-5.717379570007324,-2.3423798084259033,
train,0,10,1,The timid dog beneath the columns around the towers,The timid dogs beneath the column around the tower,-14.770459175109863,-17.77046012878418,-16.939191818237305,-14.501692771911621,-16.725860595703125,-14.225860595703125,
train,1,10,1,The timid dogs beneath the column around the tower,The timid dog beneath the columns around the towers,-14.501692771911621,-16.939191818237305,-17.77046012878418,-14.770459175109863,-11.533897399902344,-15.096397399902344,
train,0,10,1,The small cow outside the houses behind the rocks,The small cows outside the house behind the rock,-0.7835948467254639,-6.158595085144043,-3.7347958087921143,-0.8597957491874695,-3.7047274112701416,-0.8297274112701416,
train,1,10,1,The small cows outside the house behind the rock,The small cow outside the houses behind the rocks,-0.8597957491874695,-3.7347958087921143,-6.158595085144043,-0.7835948467254639,-6.039707183837891,-0.7897070050239563,
train,0,10,1,The calm dolphin beneath the trenches around the dams,The calm dolphins beneath the trench around the dam,-2.3325729370117188,-6.207572937011719,-3.608201026916504,-1.608201026916504,-3.652069330215454,-1.652069330215454,
train,1,10,1,The calm dolphins beneath the trench around the dam,The calm dolphin beneath the trenches around the dams,-1.608201026916504,-3.608201026916504,-6.207572937011719,-2.3325729370117188,-2.854113817214966,-5.479113578796387,
train,0,10,1,The timid panda outside the pipes behind the valves,The timid pandas outside the pipe behind the valve,-0.8763808012008667,-6.126380920410156,-3.8218560218811035,-0.5718559622764587,-3.8328633308410645,-0.582863450050354,
