hook,layer,tok,unit,attribution
mlp_act,22,5,1172,0.36893224716186523
mlp_act,17,5,2198,0.13862605392932892
mlp_act,17,5,1698,0.11307407170534134
mlp_act,22,8,1172,0.07485449314117432
mlp_act,22,8,5103,0.05787708982825279
mlp_act,12,5,3782,0.04614875093102455
mlp_act,7,6,3676,0.0335739403963089
mlp_act,22,6,1172,0.032664455473423004
mlp_act,17,8,3154,0.02886841632425785
mlp_act,27,8,1340,0.025883711874485016
mlp_act,2,5,2668,0.024796707555651665
mlp_act,27,8,3309,0.02454700507223606
mlp_act,12,8,3936,0.02360113151371479
mlp_act,22,8,4290,0.0229959674179554
mlp_act,27,8,4987,0.021463889628648758
mlp_act,22,8,3350,0.021039271727204323
mlp_act,2,6,2668,0.01759907230734825
mlp_act,12,8,1753,0.01687546819448471
mlp_act,17,6,3945,0.016710111871361732
mlp_act,17,8,610,0.016636526212096214
mlp_act,27,8,1154,0.01621982455253601
mlp_act,17,8,5914,0.015584374777972698
mlp_act,17,5,1258,0.015483827330172062
mlp_act,27,8,368,0.014329493045806885
mlp_act,7,6,494,0.013526189140975475
mlp_act,7,6,5826,0.012188422493636608
mlp_act,7,5,5826,0.012054916471242905
mlp_act,12,8,4829,0.011968700215220451
mlp_act,7,5,4590,0.01142333634197712
mlp_act,7,8,2724,0.011281329207122326
mlp_act,22,8,5911,0.011097278445959091
mlp_act,17,6,3893,0.01090034656226635
mlp_act,27,8,3387,0.010842631570994854
mlp_act,17,8,3945,0.010307992808520794
mlp_act,17,8,1755,0.009892528876662254
mlp_act,7,6,3907,0.009725245647132397
mlp_act,17,8,2707,0.009612306952476501
mlp_act,7,8,4723,0.009535504505038261
mlp_act,12,8,1059,0.009442199021577835
mlp_act,7,8,4590,0.009415527805685997
mlp_act,12,6,3782,0.009383677504956722
mlp_act,7,8,4059,0.009246357716619968
mlp_act,12,5,4829,0.00877903588116169
mlp_act,22,5,3704,0.008588112890720367
mlp_act,27,8,477,0.008522714488208294
mlp_act,22,5,3623,0.008416222408413887
mlp_act,27,8,4485,0.008335641585290432
mlp_act,17,5,4624,0.00819339882582426
mlp_act,12,8,1894,0.008173680864274502
mlp_act,17,8,740,0.007723232731223106
mlp_act,27,8,2350,0.007665404584258795
mlp_act,17,8,820,0.007611062843352556
mlp_act,12,6,2638,0.007589431945234537
mlp_act,17,8,625,0.007287158165127039
mlp_act,2,8,5005,0.007255902048200369
mlp_act,7,7,3676,0.007222463376820087
mlp_act,12,8,3157,0.007207496557384729
mlp_act,17,6,2198,0.007200186140835285
mlp_act,22,5,5155,0.007160800509154797
mlp_act,17,8,3893,0.0071380045264959335
mlp_act,17,5,5946,0.007014913018792868
mlp_act,17,8,3371,0.006989952176809311
mlp_act,12,8,2867,0.006857587024569511
mlp_act,17,8,5646,0.006647640373557806
mlp_act,27,8,3782,0.006565415300428867
mlp_act,27,8,654,0.006482754833996296
mlp_act,17,8,6115,0.0063600544817745686
mlp_act,27,8,1678,0.0062010386027395725
mlp_act,12,5,1273,0.0061766416765749454
mlp_act,12,8,2135,0.006145843770354986
mlp_act,2,8,3614,0.00608541164547205
mlp_act,7,8,1617,0.006042834371328354
mlp_act,7,8,1513,0.005875430069863796
mlp_act,17,8,6029,0.005842886865139008
mlp_act,17,8,5167,0.005839354824274778
mlp_act,27,8,3746,0.005826096516102552
mlp_act,2,5,216,0.0057511464692652225
mlp_act,17,8,1417,0.0057501778937876225
mlp_act,7,8,5826,0.005725541152060032
mlp_act,12,8,47,0.00566064054146409
mlp_act,17,5,2432,0.005477108992636204
mlp_act,2,8,104,0.005360622890293598
mlp_act,7,6,221,0.005236356053501368
mlp_act,12,5,3630,0.005219563841819763
mlp_act,7,6,901,0.005207363981753588
mlp_act,17,8,2134,0.005179347936064005
mlp_act,12,8,1775,0.005165711510926485
mlp_act,12,8,2689,0.005125257186591625
mlp_act,22,5,3764,0.00512296799570322
mlp_act,2,8,2668,0.0050764004699885845
mlp_act,2,5,3614,0.005065261386334896
mlp_act,17,7,3945,0.0050365375354886055
mlp_act,12,6,5133,0.004999448545277119
mlp_act,7,6,1617,0.0049619548954069614
mlp_act,22,8,2301,0.004885401111096144
mlp_act,12,5,4364,0.004847253207117319
mlp_act,7,8,489,0.004825429059565067
mlp_act,27,8,3906,0.004815076477825642
mlp_act,7,6,4590,0.004808983765542507
mlp_act,12,6,2867,0.004796449560672045
mlp_act,22,5,923,0.004794607870280743
mlp_act,27,8,1429,0.004779533017426729
mlp_act,12,8,4713,0.004751913249492645
mlp_act,27,8,5333,0.004663992673158646
mlp_act,7,8,5938,0.004649857059121132
