split,inverse,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B,n_nodes
train,0,The timid cow,The timid cows,-13.693655967712402,-15.068655967712402,-17.4658260345459,-12.153326034545898,-14.423626899719238,-11.798626899719238,128
train,1,The timid cows,The timid cow,-12.153326034545898,-17.4658260345459,-15.068655967712402,-13.693655967712402,-14.594769477844238,-14.782269477844238,128
train,0,The small dog,The small dogs,-1.7671406269073486,-9.76714038848877,-8.243152618408203,-2.868152618408203,-5.427456855773926,-2.5524566173553467,128
train,1,The small dogs,The small dog,-2.868152618408203,-8.243152618408203,-9.76714038848877,-1.7671406269073486,-5.255654335021973,-1.8806543350219727,128
train,0,The calm doe,The calm does,-5.338109016418457,-10.900609016418457,-17.639083862304688,-14.576583862304688,-16.576446533203125,-14.201447486877441,128
train,1,The calm does,The calm doe,-14.576583862304688,-17.639083862304688,-10.900609016418457,-5.338109016418457,-11.528918266296387,-8.841418266296387,128
train,0,The timid doe,The timid does,-7.089888572692871,-12.214888572692871,-20.205154418945312,-17.455154418945312,-19.458065032958984,-17.208065032958984,128
train,1,The timid does,The timid doe,-17.455154418945312,-20.205154418945312,-12.214888572692871,-7.089888572692871,-11.580854415893555,-7.7058539390563965,128
train,0,The nervous bat,The nervous bats,-13.634133338928223,-14.196633338928223,-13.730359077453613,-11.917859077453613,-13.335253715515137,-12.335253715515137,128
train,1,The nervous bats,The nervous bat,-11.917859077453613,-13.730359077453613,-14.196633338928223,-13.634133338928223,-13.963973045349121,-13.963973045349121,128
train,0,The small doe,The small does,-11.292515754699707,-13.917515754699707,-16.76835060119629,-14.393349647521973,-16.45698356628418,-14.581982612609863,128
train,1,The small does,The small doe,-14.393349647521973,-16.76835060119629,-13.917515754699707,-11.292515754699707,-13.09126091003418,-12.15376091003418,128
train,0,The sleepy pup,The sleepy pups,-13.354021072387695,-16.666521072387695,-18.887332916259766,-13.012333869934082,-16.599332809448242,-12.974331855773926,128
train,1,The sleepy pups,The sleepy pup,-13.012333869934082,-18.887332916259766,-16.666521072387695,-13.354021072387695,-13.929607391357422,-14.492107391357422,128
train,0,The bright frog,The bright frogs,-14.245086669921875,-17.745086669921875,-17.54973030090332,-14.487229347229004,-15.049703598022461,-14.362203598022461,128
train,1,The bright frogs,The bright frog,-14.487229347229004,-17.54973030090332,-17.745086669921875,-14.245086669921875,-16.686565399169922,-14.374066352844238,128
train,0,The sleepy panda,The sleepy pandas,-10.589112281799316,-16.151613235473633,-13.170868873596191,-9.983368873596191,-11.977251052856445,-9.914751052856445,128
train,1,The sleepy pandas,The sleepy panda,-9.983368873596191,-13.170868873596191,-16.151613235473633,-10.589112281799316,-12.352200508117676,-10.977200508117676,128
train,0,The fuzzy horse,The fuzzy horses,-1.0890883207321167,-9.214088439941406,-4.9587016105651855,-1.083701491355896,-2.744849443435669,-1.869849443435669,128
train,1,The fuzzy horses,The fuzzy horse,-1.083701491355896,-4.9587016105651855,-9.214088439941406,-1.0890883207321167,-3.2524027824401855,-2.0024027824401855,128
train,0,The fuzzy cock,The fuzzy cocks,-7.981256484985352,-15.168756484985352,-3.58622670173645,-2.46122670173645,-2.909531593322754,-3.534531593322754,128
train,1,The fuzzy cocks,The fuzzy cock,-2.46122670173645,-3.58622670173645,-15.168756484985352,-7.981256484985352,-13.970603942871094,-9.033103942871094,128
train,0,The bright rat,The bright rats,-1.1148438453674316,-8.364843368530273,-5.644186973571777,-1.2691867351531982,-4.071520805358887,-1.4465209245681763,128
train,1,The bright rats,The bright rat,-1.2691867351531982,-5.644186973571777,-8.364843368530273,-1.1148438453674316,-3.1043734550476074,-1.6043734550476074,128
train,0,The calm cock,The calm cocks,-5.655753135681152,-13.655753135681152,-4.540849685668945,-2.1658499240875244,-3.7994353771209717,-3.9244353771209717,128
train,1,The calm cocks,The calm cock,-2.1658499240875244,-4.540849685668945,-13.655753135681152,-5.655753135681152,-11.521130561828613,-6.583630561828613,128
train,0,The sleepy dolphin,The sleepy dolphins,-1.0781793594360352,-10.078179359436035,-7.596112251281738,-0.8461123704910278,-4.758244514465332,-0.8832442760467529,128
train,1,The sleepy dolphins,The sleepy dolphin,-0.8461123704910278,-7.596112251281738,-10.078179359436035,-1.0781793594360352,-3.8224353790283203,-1.5724354982376099,128
train,0,The sleepy horse,The sleepy horses,-13.251729011535645,-14.126729011535645,-14.935165405273438,-13.560165405273438,-13.741168975830078,-13.428668975830078,128
train,1,The sleepy horses,The sleepy horse,-13.560165405273438,-14.935165405273438,-14.126729011535645,-13.251729011535645,-13.099919319152832,-13.599919319152832,128
train,0,The calm shark,The calm sharks,-12.061721801757812,-17.874221801757812,-16.41210174560547,-11.974600791931152,-14.524333953857422,-12.274333953857422,128
train,1,The calm sharks,The calm shark,-11.974600791931152,-16.41210174560547,-17.874221801757812,-12.061721801757812,-13.771992683410645,-13.646992683410645,128
train,0,The slender frog,The slender frogs,-10.77957820892334,-15.02957820892334,-16.66775894165039,-12.10525894165039,-12.964427947998047,-11.464427947998047,128
train,1,The slender frogs,The slender frog,-12.10525894165039,-16.66775894165039,-15.02957820892334,-10.77957820892334,-13.93737506866455,-11.31237506866455,128
train,0,The small shark,The small sharks,-12.211161613464355,-15.836161613464355,-17.109115600585938,-13.859115600585938,-15.675243377685547,-13.487743377685547,128
train,1,The small sharks,The small shark,-13.859115600585938,-17.109115600585938,-15.836161613464355,-12.211161613464355,-13.358926773071289,-13.483926773071289,128
train,0,The nervous dog,The nervous dogs,-0.9296351671218872,-8.554635047912598,-4.884746551513672,-1.2597463130950928,-3.459904193878174,-1.5849041938781738,128
