split,inverse,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B,n_nodes
train,0,The sleepy bat,The sleepy bats,-2.0464906692504883,-10.171490669250488,-8.45367431640625,-1.76617431640625,-8.235944747924805,-1.7359446287155151,32
train,1,The sleepy bats,The sleepy bat,-1.76617431640625,-8.45367431640625,-10.171490669250488,-2.0464906692504883,-10.111621856689453,-2.236621379852295,32
train,0,The fuzzy frog,The fuzzy frogs,-12.373226165771484,-15.185726165771484,-15.832802772521973,-11.707802772521973,-15.511919021606445,-11.449419021606445,32
train,1,The fuzzy frogs,The fuzzy frog,-11.707802772521973,-15.832802772521973,-15.185726165771484,-12.373226165771484,-15.192767143249512,-12.255267143249512,32
train,0,The bright shark,The bright sharks,-9.019481658935547,-11.706981658935547,-11.733707427978516,-9.171207427978516,-11.446741104125977,-9.509241104125977,32
train,1,The bright sharks,The bright shark,-9.171207427978516,-11.733707427978516,-11.706981658935547,-9.019481658935547,-11.24301528930664,-9.24301528930664,32
train,0,The small bat,The small bats,-8.144024848937988,-14.706524848937988,-13.221708297729492,-7.596708297729492,-13.016292572021484,-7.516292572021484,32
train,1,The small bats,The small bat,-7.596708297729492,-13.221708297729492,-14.706524848937988,-8.144024848937988,-14.4835844039917,-8.1085844039917,32
train,0,The bright chick,The bright chicks,-15.253191947937012,-17.190692901611328,-16.955263137817383,-15.0490140914917,-16.748918533325195,-15.530167579650879,32
train,1,The bright chicks,The bright chick,-15.0490140914917,-16.955263137817383,-17.190692901611328,-15.253191947937012,-16.66607666015625,-15.572325706481934,32
train,0,The nervous panda,The nervous pandas,-12.229968070983887,-13.292468070983887,-14.242985725402832,-12.117985725402832,-13.991268157958984,-12.866268157958984,32
train,1,The nervous pandas,The nervous panda,-12.117985725402832,-14.242985725402832,-13.292468070983887,-12.229968070983887,-12.454636573791504,-12.517136573791504,32
train,0,The slender turtle,The slender turtles,-12.91177749633789,-16.72427749633789,-16.817707061767578,-13.880208015441895,-15.987934112548828,-14.175434112548828,32
train,1,The slender turtles,The slender turtle,-13.880208015441895,-16.817707061767578,-16.72427749633789,-12.91177749633789,-16.341812133789062,-13.841813087463379,32
train,0,The quiet turtle,The quiet turtles,-3.8923959732055664,-11.767395973205566,-8.378198623657227,-3.1281983852386475,-8.075143814086914,-3.075143814086914,32
train,1,The quiet turtles,The quiet turtle,-3.1281983852386475,-8.378198623657227,-11.767395973205566,-3.8923959732055664,-11.797943115234375,-4.235442638397217,32
train,0,The sleepy doe,The sleepy does,-13.937175750732422,-15.312175750732422,-16.412879943847656,-14.350380897521973,-14.341326713562012,-14.591326713562012,32
train,1,The sleepy does,The sleepy doe,-14.350380897521973,-16.412879943847656,-15.312175750732422,-13.937175750732422,-15.103104591369629,-16.384355545043945,32
train,0,The timid horse,The timid horses,-3.622795581817627,-11.185295104980469,-9.032999992370605,-2.5954999923706055,-8.543118476867676,-2.480618476867676,32
train,1,The timid horses,The timid horse,-2.5954999923706055,-9.032999992370605,-11.185295104980469,-3.622795581817627,-11.22929573059082,-4.1667962074279785,32
train,0,The nervous rat,The nervous rats,-3.7572693824768066,-11.007269859313965,-8.699682235717773,-3.4496827125549316,-8.22763729095459,-3.227637767791748,32
train,1,The nervous rats,The nervous rat,-3.4496827125549316,-8.699682235717773,-11.007269859313965,-3.7572693824768066,-10.983576774597168,-4.046076774597168,32
