split,inverse,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B,error
train,0,4,1,The timid cow,The timid cows,-13.729877471923828,-15.229877471923828,-17.477035522460938,-12.227035522460938,-14.79897403717041,-10.29897403717041,
train,0,4,1,The small dog,The small dogs,-1.9777088165283203,-9.91520881652832,-8.388299942016602,-2.8883001804351807,-7.627130508422852,-2.8771305084228516,
train,0,4,1,The calm doe,The calm does,-5.523785591125488,-11.023785591125488,-17.578731536865234,-14.578731536865234,-14.445865631103516,-12.383365631103516,
train,0,4,1,The timid doe,The timid does,-7.107763767242432,-12.357763290405273,-20.019676208496094,-17.332176208496094,-19.240102767944336,-16.052602767944336,
train,0,4,1,The nervous bat,The nervous bats,-13.658323287963867,-14.220823287963867,-13.75739574432373,-11.88239574432373,-16.208641052246094,-13.896141052246094,
train,0,4,1,The small doe,The small does,-11.38166618347168,-14.06916618347168,-16.90047836303711,-14.46297836303711,-14.489184379577637,-12.176684379577637,
train,0,4,1,The sleepy pup,The sleepy pups,-13.440869331359863,-16.815868377685547,-19.026126861572266,-13.182376861572266,-18.57158660888672,-13.259086608886719,
train,0,4,1,The bright frog,The bright frogs,-14.430619239807129,-17.868118286132812,-17.64640998840332,-14.52140998840332,-18.74386215209961,-15.74386215209961,
train,0,4,1,The sleepy panda,The sleepy pandas,-10.676419258117676,-16.30141830444336,-13.300802230834961,-10.113302230834961,-12.757594108581543,-10.070094108581543,
train,0,4,1,The fuzzy horse,The fuzzy horses,-1.197900414466858,-9.447900772094727,-5.476600646972656,-1.7266007661819458,-5.504770278930664,-1.1297703981399536,
train,0,4,1,The fuzzy cock,The fuzzy cocks,-7.877387523651123,-15.064887046813965,-3.7708325386047363,-2.5208325386047363,-4.087657928466797,-1.087658166885376,
train,0,4,1,The bright rat,The bright rats,-1.1519138813018799,-8.2769136428833,-5.710457801818848,-1.3354580402374268,-5.502224922180176,-1.2522250413894653,
train,0,4,1,The calm cock,The calm cocks,-5.6470947265625,-13.6470947265625,-4.679799556732178,-2.1797995567321777,-3.987452507019043,-1.112452507019043,
train,0,4,1,The sleepy dolphin,The sleepy dolphins,-1.1445059776306152,-10.144506454467773,-7.7265520095825195,-0.97655189037323,-7.243492126464844,-0.49349215626716614,
train,0,4,1,The sleepy horse,The sleepy horses,-13.231411933898926,-14.043911933898926,-15.669926643371582,-14.169926643371582,-15.424520492553711,-14.299520492553711,
train,0,4,1,The calm shark,The calm sharks,-12.052102088928223,-17.864601135253906,-16.477584838867188,-12.102584838867188,-18.608068466186523,-12.858068466186523,
train,0,4,1,The slender frog,The slender frogs,-10.746363639831543,-15.058863639831543,-16.75575828552246,-12.130758285522461,-15.238534927368164,-11.301034927368164,
train,0,4,1,The small shark,The small sharks,-12.15373420715332,-15.84123420715332,-16.980348587036133,-13.792847633361816,-16.779319763183594,-14.02932071685791,
train,0,4,1,The nervous dog,The nervous dogs,-1.1276233196258545,-8.877623558044434,-5.410984516143799,-1.7859845161437988,-6.3350749015808105,-0.7100750803947449,
