split,inverse,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B,n_nodes
train,0,The sleepy lion beneath the boilers around the tanks outside the pipes,The sleepy lions beneath the boiler around the tank outside the pipe,-8.070308685302734,-11.820308685302734,-9.36978530883789,-8.24478530883789,-8.133625984191895,-9.883625984191895,128
train,1,The sleepy lions beneath the boiler around the tank outside the pipe,The sleepy lion beneath the boilers around the tanks outside the pipes,-8.24478530883789,-9.36978530883789,-11.820308685302734,-8.070308685302734,-8.92500114440918,-9.55000114440918,128
train,0,The sleepy lion past the vines beneath the trenches around the dams,The sleepy lions past the vine beneath the trench around the dam,-9.698558807373047,-10.948558807373047,-10.04615592956543,-8.85865592956543,-9.357868194580078,-9.920368194580078,128
train,1,The sleepy lions past the vine beneath the trench around the dam,The sleepy lion past the vines beneath the trenches around the dams,-8.85865592956543,-10.04615592956543,-10.948558807373047,-9.698558807373047,-9.575758934020996,-10.575758934020996,128
train,0,The quiet horse around the thresholds outside the drums behind the bolts,The quiet horses around the threshold outside the drum behind the bolt,-12.149051666259766,-13.961551666259766,-15.07744312286377,-11.88994312286377,-12.892121315002441,-12.892121315002441,128
train,1,The quiet horses around the threshold outside the drum behind the bolt,The quiet horse around the thresholds outside the drums behind the bolts,-11.88994312286377,-15.07744312286377,-13.961551666259766,-12.149051666259766,-12.384123802185059,-14.509123802185059,128
train,0,The quiet rat behind the rushes past the vines beneath the trenches,The quiet rats behind the rush past the vine beneath the trench,-11.217312812805176,-13.779812812805176,-12.004446029663086,-11.316946029663086,-11.212581634521484,-12.775081634521484,128
train,1,The quiet rats behind the rush past the vine beneath the trench,The quiet rat behind the rushes past the vines beneath the trenches,-11.316946029663086,-12.004446029663086,-13.779812812805176,-11.217312812805176,-11.940366744995117,-11.565366744995117,128
train,0,The slender panda past the crates beneath the barrels around the statues,The slender pandas past the crate beneath the barrel around the statue,-8.813763618469238,-10.188763618469238,-10.472576141357422,-9.597576141357422,-9.747982025146484,-11.997982025146484,128
train,1,The slender pandas past the crate beneath the barrel around the statue,The slender panda past the crates beneath the barrels around the statues,-9.597576141357422,-10.472576141357422,-10.188763618469238,-8.813763618469238,-9.040032386779785,-9.290032386779785,128
train,0,The fuzzy panda outside the cabins behind the signs past the nests,The fuzzy pandas outside the cabin behind the sign past the nest,-16.73978042602539,-18.11478042602539,-19.572832107543945,-17.635332107543945,-17.259037017822266,-18.821537017822266,128
train,1,The fuzzy pandas outside the cabin behind the sign past the nest,The fuzzy panda outside the cabins behind the signs past the nests,-17.635332107543945,-19.572832107543945,-18.11478042602539,-16.73978042602539,-17.357261657714844,-18.607261657714844,128
train,0,The sleepy turtle around the carts outside the benches behind the windows,The sleepy turtles around the cart outside the bench behind the window,-6.600752830505371,-10.538252830505371,-10.217183113098145,-5.1546831130981445,-7.5528950691223145,-6.3028950691223145,128
train,1,The sleepy turtles around the cart outside the bench behind the window,The sleepy turtle around the carts outside the benches behind the windows,-5.1546831130981445,-10.217183113098145,-10.538252830505371,-6.600752830505371,-6.097041130065918,-8.097041130065918,128
train,0,The small rabbit around the stools outside the clocks behind the plants,The small rabbits around the stool outside the clock behind the plant,-9.203498840332031,-10.953498840332031,-9.83364486694336,-5.083644866943359,-7.76600456237793,-7.01600456237793,128
train,1,The small rabbits around the stool outside the clock behind the plant,The small rabbit around the stools outside the clocks behind the plants,-5.083644866943359,-9.83364486694336,-10.953498840332031,-9.203498840332031,-8.016695976257324,-9.766695976257324,128
train,0,The slender turtle around the towers outside the cabins behind the signs,The slender turtles around the tower outside the cabin behind the sign,-8.80951976776123,-11.43451976776123,-12.222679138183594,-7.5976786613464355,-10.353248596191406,-9.103248596191406,128
