split,inverse,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B,n_nodes
train,0,The sleepy lion beneath the boilers around the tanks outside the pipes,The sleepy lions beneath the boiler around the tank outside the pipe,-5.1720871925354,-8.922087669372559,-6.732575416564941,-5.482575416564941,-5.71966552734375,-7.46966552734375,128
train,1,The sleepy lions beneath the boiler around the tank outside the pipe,The sleepy lion beneath the boilers around the tanks outside the pipes,-5.482575416564941,-6.732575416564941,-8.922087669372559,-5.1720871925354,-5.669734954833984,-6.294734954833984,128
train,0,The sleepy lion past the vines beneath the trenches around the dams,The sleepy lions past the vine beneath the trench around the dam,-8.64063835144043,-9.89063835144043,-9.64421558380127,-8.51921558380127,-8.648590087890625,-9.273590087890625,128
train,1,The sleepy lions past the vine beneath the trench around the dam,The sleepy lion past the vines beneath the trenches around the dams,-8.51921558380127,-9.64421558380127,-9.89063835144043,-8.64063835144043,-8.516484260559082,-9.516484260559082,128
train,0,The quiet horse around the thresholds outside the drums behind the bolts,The quiet horses around the threshold outside the drum behind the bolt,-8.28952407836914,-10.10202407836914,-8.781853675842285,-5.719354152679443,-6.745643138885498,-6.870643138885498,128
train,1,The quiet horses around the threshold outside the drum behind the bolt,The quiet horse around the thresholds outside the drums behind the bolts,-5.719354152679443,-8.781853675842285,-10.10202407836914,-8.28952407836914,-7.46723747253418,-9.52973747253418,128
train,0,The quiet rat behind the rushes past the vines beneath the trenches,The quiet rats behind the rush past the vine beneath the trench,-8.420634269714355,-11.045634269714355,-9.129240989685059,-8.504240989685059,-8.707695007324219,-10.270195007324219,128
train,1,The quiet rats behind the rush past the vine beneath the trench,The quiet rat behind the rushes past the vines beneath the trenches,-8.504240989685059,-9.129240989685059,-11.045634269714355,-8.420634269714355,-8.935152053833008,-8.560152053833008,128
train,0,The slender panda past the crates beneath the barrels around the statues,The slender pandas past the crate beneath the barrel around the statue,-7.16478157043457,-8.66478157043457,-9.66322135925293,-8.66322135925293,-8.899543762207031,-11.212043762207031,128
train,1,The slender pandas past the crate beneath the barrel around the statue,The slender panda past the crates beneath the barrels around the statues,-8.66322135925293,-9.66322135925293,-8.66478157043457,-7.16478157043457,-7.419738292694092,-7.669738292694092,128
train,0,The fuzzy panda outside the cabins behind the signs past the nests,The fuzzy pandas outside the cabin behind the sign past the nest,-13.997754096984863,-15.372754096984863,-15.59145450592041,-13.65395450592041,-13.855184555053711,-15.417684555053711,128
train,1,The fuzzy pandas outside the cabin behind the sign past the nest,The fuzzy panda outside the cabins behind the signs past the nests,-13.65395450592041,-15.59145450592041,-15.372754096984863,-13.997754096984863,-14.01789379119873,-15.14289379119873,128
train,0,The sleepy turtle around the carts outside the benches behind the windows,The sleepy turtles around the cart outside the bench behind the window,-6.399367332458496,-10.399367332458496,-9.221014022827148,-4.221014022827148,-6.6822357177734375,-5.4322357177734375,128
train,1,The sleepy turtles around the cart outside the bench behind the window,The sleepy turtle around the carts outside the benches behind the windows,-4.221014022827148,-9.221014022827148,-10.399367332458496,-6.399367332458496,-5.331733226776123,-7.206733226776123,128
train,0,The small rabbit around the stools outside the clocks behind the plants,The small rabbits around the stool outside the clock behind the plant,-8.382383346557617,-10.257383346557617,-8.704521179199219,-3.9545207023620605,-7.022642612457275,-6.272642612457275,128
