split,inverse,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B,error
train,0,13,1,The calm pup around the belts outside the piles behind the rushes,The calm pups around the belt outside the pile behind the rush,-15.845888137817383,-18.283388137817383,-17.418561935424805,-17.106061935424805,-17.56743049621582,-17.22368049621582,
train,1,13,1,The calm pups around the belt outside the pile behind the rush,The calm pup around the belts outside the piles behind the rushes,-17.106061935424805,-17.418561935424805,-18.283388137817383,-15.845888137817383,-18.12881088256836,-15.75381088256836,
train,0,13,1,The slender cow outside the piles behind the rushes past the vines,The slender cows outside the pile behind the rush past the vine,-19.213708877563477,-19.401208877563477,-17.284008026123047,-15.346508026123047,-17.38043212890625,-15.380433082580566,
train,1,13,1,The slender cows outside the pile behind the rush past the vine,The slender cow outside the piles behind the rushes past the vines,-15.346508026123047,-17.284008026123047,-19.401208877563477,-19.213708877563477,-19.375953674316406,-19.125953674316406,
train,0,13,1,The quiet panda past the screws beneath the boilers around the tanks,The quiet pandas past the screw beneath the boiler around the tank,-1.6678680181503296,-8.292867660522461,-4.583899021148682,-4.083899021148682,-4.441380977630615,-3.6913809776306152,
train,1,13,1,The quiet pandas past the screw beneath the boiler around the tank,The quiet panda past the screws beneath the boilers around the tanks,-4.083899021148682,-4.583899021148682,-8.292867660522461,-1.6678680181503296,-8.282233238220215,-1.9072328805923462,
train,0,13,1,The fuzzy lion outside the pots behind the pans past the cars,The fuzzy lions outside the pot behind the pan past the car,-1.440344214439392,-7.690344333648682,-2.5194430351257324,-1.6444430351257324,-2.383141040802002,-1.758141040802002,
train,1,13,1,The fuzzy lions outside the pot behind the pan past the car,The fuzzy lion outside the pots behind the pans past the cars,-1.6444430351257324,-2.5194430351257324,-7.690344333648682,-1.440344214439392,-7.761634349822998,-1.386634349822998,
train,0,13,1,The slender kitten behind the houses past the rocks beneath the chairs,The slender kittens behind the house past the rock beneath the chair,-1.9122347831726074,-6.912234783172607,-4.2768754959106445,-1.401875376701355,-4.187790870666504,-1.3127906322479248,
train,1,13,1,The slender kittens behind the house past the rock beneath the chair,The slender kitten behind the houses past the rocks beneath the chairs,-1.401875376701355,-4.2768754959106445,-6.912234783172607,-1.9122347831726074,-6.753806114196777,-1.8788061141967773,
train,0,13,1,The sleepy rat around the towers outside the cabins behind the signs,The sleepy rats around the tower outside the cabin behind the sign,-2.908137798309326,-5.533137798309326,-5.517295837402344,-4.517295837402344,-5.457635879516602,-4.582635879516602,
train,1,13,1,The sleepy rats around the tower outside the cabin behind the sign,The sleepy rat around the towers outside the cabins behind the signs,-4.517295837402344,-5.517295837402344,-5.533137798309326,-2.908137798309326,-5.465445041656494,-2.840445041656494,
train,0,13,1,The slender whale past the logs beneath the columns around the towers,The slender whales past the log beneath the column around the tower,-13.555676460266113,-15.243176460266113,-14.59853744506836,-12.09853744506836,-14.739221572875977,-12.301721572875977,
train,1,13,1,The slender whales past the log beneath the column around the tower,The slender whale past the logs beneath the columns around the towers,-12.09853744506836,-14.59853744506836,-15.243176460266113,-13.555676460266113,-15.043022155761719,-13.480522155761719,
train,0,13,1,The small dolphin beneath the boilers around the tanks outside the pipes,The small dolphins beneath the boiler around the tank outside the pipe,-12.738959312438965,-13.801459312438965,-13.023046493530273,-12.023046493530273,-12.991010665893555,-12.053510665893555,
train,1,13,1,The small dolphins beneath the boiler around the tank outside the pipe,The small dolphin beneath the boilers around the tanks outside the pipes,-12.023046493530273,-13.023046493530273,-13.801459312438965,-12.738959312438965,-13.81137466430664,-12.74887466430664,
train,0,13,1,The sleepy dolphin beneath the boilers around the tanks outside the pipes,The sleepy dolphins beneath the boiler around the tank outside the pipe,-2.6446666717529297,-7.01966667175293,-3.876896381378174,-3.626896381378174,-3.8162245750427246,-3.6912245750427246,
train,1,13,1,The sleepy dolphins beneath the boiler around the tank outside the pipe,The sleepy dolphin beneath the boilers around the tanks outside the pipes,-3.626896381378174,-3.876896381378174,-7.01966667175293,-2.6446666717529297,-7.074591636657715,-2.5745913982391357,
train,0,13,1,The nervous lion behind the rocks past the chairs beneath the carts,The nervous lions behind the rock past the chair beneath the cart,-19.180965423583984,-20.180965423583984,-23.560749053955078,-21.123249053955078,-23.69088363647461,-21.24557113647461,
train,1,13,1,The nervous lions behind the rock past the chair beneath the cart,The nervous lion behind the rocks past the chairs beneath the carts,-21.123249053955078,-23.560749053955078,-20.180965423583984,-19.180965423583984,-20.066301345825195,-19.097551345825195,
train,0,13,1,The timid pup past the screws beneath the boilers around the tanks,The timid pups past the screw beneath the boiler around the tank,-15.71062183380127,-16.835620880126953,-15.88588809967041,-14.07338809967041,-15.908028602600098,-13.970528602600098,
train,1,13,1,The timid pups past the screw beneath the boiler around the tank,The timid pup past the screws beneath the boilers around the tanks,-14.07338809967041,-15.88588809967041,-16.835620880126953,-15.71062183380127,-17.019746780395508,-15.894747734069824,
train,0,13,1,The slender shark outside the pots behind the pans past the cars,The slender sharks outside the pot behind the pan past the car,-1.1676584482192993,-7.66765832901001,-2.861912250518799,-1.7369123697280884,-2.8626627922058105,-1.7376629114151,
train,1,13,1,The slender sharks outside the pot behind the pan past the car,The slender shark outside the pots behind the pans past the cars,-1.7369123697280884,-2.861912250518799,-7.66765832901001,-1.1676584482192993,-7.646256923675537,-1.146256923675537,
train,0,13,1,The timid rat outside the pipes behind the valves past the cables,The timid rats outside the pipe behind the valve past the cable,-3.044753074645996,-8.419753074645996,-5.00195837020874,-3.0019583702087402,-5.0426411628723145,-2.9176411628723145,
train,1,13,1,The timid rats outside the pipe behind the valve past the cable,The timid rat outside the pipes behind the valves past the cables,-3.0019583702087402,-5.00195837020874,-8.419753074645996,-3.044753074645996,-8.337756156921387,-3.0877559185028076,
train,0,13,1,The fuzzy kit beneath the trenches around the dams outside the pots,The fuzzy kits beneath the trench around the dam outside the pot,-14.58804988861084,-15.90054988861084,-14.612062454223633,-12.924562454223633,-14.621931076049805,-12.996931076049805,
train,1,13,1,The fuzzy kits beneath the trench around the dam outside the pot,The fuzzy kit beneath the trenches around the dams outside the pots,-12.924562454223633,-14.612062454223633,-15.90054988861084,-14.58804988861084,-15.79683780670166,-14.54683780670166,
train,0,13,1,The sleepy lion outside the windows behind the crates past the barrels,The sleepy lions outside the window behind the crate past the barrel,-2.1369800567626953,-8.011980056762695,-3.8168396949768066,-2.6918396949768066,-3.698038101196289,-2.698038101196289,
train,1,13,1,The sleepy lions outside the window behind the crate past the barrel,The sleepy lion outside the windows behind the crates past the barrels,-2.6918396949768066,-3.8168396949768066,-8.011980056762695,-2.1369800567626953,-7.940539360046387,-2.1905393600463867,
train,0,13,1,The sleepy kitten outside the pots behind the pans past the cars,The sleepy kittens outside the pot behind the pan past the car,-2.347909450531006,-8.722908973693848,-4.468179225921631,-2.718179225921631,-4.367368698120117,-2.617368698120117,
train,1,13,1,The sleepy kittens outside the pot behind the pan past the car,The sleepy kitten outside the pots behind the pans past the cars,-2.718179225921631,-4.468179225921631,-8.722908973693848,-2.347909450531006,-8.739246368408203,-2.364245891571045,
train,0,13,1,The calm panda past the rocks beneath the chairs around the carts,The calm pandas past the rock beneath the chair around the cart,-3.6488142013549805,-7.3988142013549805,-4.779955863952637,-3.5299558639526367,-4.810225963592529,-3.5602259635925293,
train,1,13,1,The calm pandas past the rock beneath the chair around the cart,The calm panda past the rocks beneath the chairs around the carts,-3.5299558639526367,-4.779955863952637,-7.3988142013549805,-3.6488142013549805,-7.282566070556641,-3.5325660705566406,
train,0,13,1,The timid cow beneath the columns around the towers outside the cabins,The timid cows beneath the column around the tower outside the cabin,-1.6799230575561523,-7.179923057556152,-4.413565635681152,-1.538565754890442,-4.461292743682861,-1.5862927436828613,
train,1,13,1,The timid cows beneath the column around the tower outside the cabin,The timid cow beneath the columns around the towers outside the cabins,-1.538565754890442,-4.413565635681152,-7.179923057556152,-1.6799230575561523,-7.138588905334473,-1.6385886669158936,
train,0,13,1,The small dolphin past the logs beneath the columns around the towers,The small dolphins past the log beneath the column around the tower,-4.572705268859863,-9.572705268859863,-7.26894998550415,-6.26894998550415,-7.2689690589904785,-6.1439690589904785,
train,1,13,1,The small dolphins past the log beneath the column around the tower,The small dolphin past the logs beneath the columns around the towers,-6.26894998550415,-7.26894998550415,-9.572705268859863,-4.572705268859863,-9.567541122436523,-4.567541122436523,
train,0,13,1,The quiet pup around the thresholds outside the drums behind the bolts,The quiet pups around the threshold outside the drum behind the bolt,-4.678927421569824,-7.803927421569824,-6.467244625091553,-4.717244625091553,-6.490092754364014,-4.740092754364014,
train,1,13,1,The quiet pups around the threshold outside the drum behind the bolt,The quiet pup around the thresholds outside the drums behind the bolts,-4.717244625091553,-6.467244625091553,-7.803927421569824,-4.678927421569824,-7.767392635345459,-4.642392635345459,
train,0,13,1,The sleepy panda around the towers outside the cabins behind the signs,The sleepy pandas around the tower outside the cabin behind the sign,-2.5101943016052246,-4.885194301605225,-4.699366569519043,-3.074366569519043,-4.737002372741699,-3.11200213432312,
train,1,13,1,The sleepy pandas around the tower outside the cabin behind the sign,The sleepy panda around the towers outside the cabins behind the signs,-3.074366569519043,-4.699366569519043,-4.885194301605225,-2.5101943016052246,-4.818913459777832,-2.318913698196411,
train,0,13,1,The fuzzy turtle outside the cabins behind the signs past the nests,The fuzzy turtles outside the cabin behind the sign past the nest,-13.21957015991211,-14.53207015991211,-15.958520889282227,-14.146020889282227,-16.045970916748047,-14.233470916748047,
train,1,13,1,The fuzzy turtles outside the cabin behind the sign past the nest,The fuzzy turtle outside the cabins behind the signs past the nests,-14.146020889282227,-15.958520889282227,-14.53207015991211,-13.21957015991211,-14.485140800476074,-13.172640800476074,
train,0,13,1,The small cow outside the houses behind the rocks past the chairs,The small cows outside the house behind the rock past the chair,-1.0565471649169922,-5.681547164916992,-2.5397911071777344,-0.9147911071777344,-2.5136492252349854,-1.0136492252349854,
train,1,13,1,The small cows outside the house behind the rock past the chair,The small cow outside the houses behind the rocks past the chairs,-0.9147911071777344,-2.5397911071777344,-5.681547164916992,-1.0565471649169922,-5.660714149475098,-1.0357143878936768,
train,0,13,1,The calm dolphin beneath the trenches around the dams outside the pots,The calm dolphins beneath the trench around the dam outside the pot,-3.2306644916534424,-6.980664253234863,-4.659950256347656,-3.2849502563476562,-4.57964563369751,-3.3296456336975098,
train,1,13,1,The calm dolphins beneath the trench around the dam outside the pot,The calm dolphin beneath the trenches around the dams outside the pots,-3.2849502563476562,-4.659950256347656,-6.980664253234863,-3.2306644916534424,-7.014394760131836,-3.264394760131836,
train,0,13,1,The timid panda outside the pipes behind the valves past the cables,The timid pandas outside the pipe behind the valve past the cable,-1.894599437713623,-7.019599437713623,-3.686938762664795,-1.936938762664795,-3.6812539100646973,-1.9312537908554077,
train,1,13,1,The timid pandas outside the pipe behind the valve past the cable,The timid panda outside the pipes behind the valves past the cables,-1.936938762664795,-3.686938762664795,-7.019599437713623,-1.894599437713623,-6.911103248596191,-1.911103367805481,
train,0,13,1,The timid dog around the thresholds outside the drums behind the bolts,The timid dogs around the threshold outside the drum behind the bolt,-5.215709686279297,-7.590709686279297,-6.634018898010254,-4.884018898010254,-6.421480655670166,-4.921480655670166,
train,1,13,1,The timid dogs around the threshold outside the drum behind the bolt,The timid dog around the thresholds outside the drums behind the bolts,-4.884018898010254,-6.634018898010254,-7.590709686279297,-5.215709686279297,-7.467774391174316,-4.967774391174316,
train,0,13,1,The timid whale around the thresholds outside the drums behind the bolts,The timid whales around the threshold outside the drum behind the bolt,-6.415626049041748,-8.29062557220459,-6.282031059265137,-6.032031059265137,-6.3959174156188965,-6.2709174156188965,
train,1,13,1,The timid whales around the threshold outside the drum behind the bolt,The timid whale around the thresholds outside the drums behind the bolts,-6.032031059265137,-6.282031059265137,-8.29062557220459,-6.415626049041748,-8.132425308227539,-6.132425785064697,
train,0,13,1,The bright pup outside the cabins behind the signs past the nests,The bright pups outside the cabin behind the sign past the nest,-2.6253390312194824,-5.000339031219482,-5.241443157196045,-3.991443395614624,-5.172638893127441,-3.9226388931274414,
train,1,13,1,The bright pups outside the cabin behind the sign past the nest,The bright pup outside the cabins behind the signs past the nests,-3.991443395614624,-5.241443157196045,-5.000339031219482,-2.6253390312194824,-5.064968109130859,-2.6899681091308594,
train,0,13,1,The fuzzy rat past the rocks beneath the chairs around the carts,The fuzzy rats past the rock beneath the chair around the cart,-19.902475357055664,-20.277475357055664,-21.286861419677734,-19.255611419677734,-21.170373916625977,-19.076623916625977,
train,1,13,1,The fuzzy rats past the rock beneath the chair around the cart,The fuzzy rat past the rocks beneath the chairs around the carts,-19.255611419677734,-21.286861419677734,-20.277475357055664,-19.902475357055664,-20.19854736328125,-19.88604736328125,
train,0,13,1,The nervous rabbit beneath the chairs around the carts outside the benches,The nervous rabbits beneath the chair around the cart outside the bench,-2.504241466522217,-6.004241466522217,-3.697821855545044,-3.072821855545044,-3.683053493499756,-3.058053493499756,
train,1,13,1,The nervous rabbits beneath the chair around the cart outside the bench,The nervous rabbit beneath the chairs around the carts outside the benches,-3.072821855545044,-3.697821855545044,-6.004241466522217,-2.504241466522217,-5.9639573097229,-2.4639573097229004,
train,0,13,1,The nervous frog beneath the chains around the belts outside the piles,The nervous frogs beneath the chain around the belt outside the pile,-15.851031303405762,-16.726032257080078,-15.027799606323242,-13.027799606323242,-15.138385772705078,-13.138385772705078,
train,1,13,1,The nervous frogs beneath the chain around the belt outside the pile,The nervous frog beneath the chains around the belts outside the piles,-13.027799606323242,-15.027799606323242,-16.726032257080078,-15.851031303405762,-16.61338996887207,-15.67588996887207,
train,0,13,1,The slender turtle beneath the boilers around the tanks outside the pipes,The slender turtles beneath the boiler around the tank outside the pipe,-1.4154739379882812,-5.415473937988281,-2.717679023742676,-2.467679023742676,-2.833889961242676,-2.333889961242676,
train,1,13,1,The slender turtles beneath the boiler around the tank outside the pipe,The slender turtle beneath the boilers around the tanks outside the pipes,-2.467679023742676,-2.717679023742676,-5.415473937988281,-1.4154739379882812,-5.455484390258789,-1.4554845094680786,
train,0,13,1,The small lion around the walls outside the tables behind the houses,The small lions around the wall outside the table behind the house,-2.215541362762451,-3.965541362762451,-2.457141399383545,-1.0821412801742554,-2.4283058643341064,-1.0533058643341064,
train,1,13,1,The small lions around the wall outside the table behind the house,The small lion around the walls outside the tables behind the houses,-1.0821412801742554,-2.457141399383545,-3.965541362762451,-2.215541362762451,-4.0738043785095215,-2.1988043785095215,
train,0,13,1,The small dolphin beneath the barrels around the statues outside the stools,The small dolphins beneath the barrel around the statue outside the stool,-1.6597867012023926,-3.9097867012023926,-3.0381712913513184,-2.5381712913513184,-3.0433411598205566,-2.5433411598205566,
train,1,13,1,The small dolphins beneath the barrel around the statue outside the stool,The small dolphin beneath the barrels around the statues outside the stools,-2.5381712913513184,-3.0381712913513184,-3.9097867012023926,-1.6597867012023926,-4.011513710021973,-1.6365138292312622,
train,0,13,1,The slender panda behind the bolts past the screws beneath the boilers,The slender pandas behind the bolt past the screw beneath the boiler,-15.478118896484375,-16.665618896484375,-15.648269653320312,-13.023269653320312,-15.690155982971191,-13.065155982971191,
train,1,13,1,The slender pandas behind the bolt past the screw beneath the boiler,The slender panda behind the bolts past the screws beneath the boilers,-13.023269653320312,-15.648269653320312,-16.665618896484375,-15.478118896484375,-16.630971908569336,-15.380971908569336,
train,0,13,1,The bright horse behind the crates past the barrels beneath the statues,The bright horses behind the crate past the barrel beneath the statue,-1.926997423171997,-8.051997184753418,-4.534012794494629,-3.409012794494629,-4.5394206047058105,-3.5394206047058105,
train,1,13,1,The bright horses behind the crate past the barrel beneath the statue,The bright horse behind the crates past the barrels beneath the statues,-3.409012794494629,-4.534012794494629,-8.051997184753418,-1.926997423171997,-8.123026847839355,-1.9980263710021973,
train,0,13,1,The small kit past the vines beneath the trenches around the dams,The small kits past the vine beneath the trench around the dam,-14.302451133728027,-15.927451133728027,-17.52274513244629,-15.960246086120605,-17.635910034179688,-16.073410034179688,
train,1,13,1,The small kits past the vine beneath the trench around the dam,The small kit past the vines beneath the trenches around the dams,-15.960246086120605,-17.52274513244629,-15.927451133728027,-14.302451133728027,-15.992146492004395,-14.304646492004395,
train,0,13,1,The timid doe beneath the columns around the towers outside the cabins,The timid does beneath the column around the tower outside the cabin,-15.956666946411133,-18.456666946411133,-19.488019943237305,-18.863019943237305,-19.600753784179688,-18.850753784179688,
train,1,13,1,The timid does beneath the column around the tower outside the cabin,The timid doe beneath the columns around the towers outside the cabins,-18.863019943237305,-19.488019943237305,-18.456666946411133,-15.956666946411133,-18.367856979370117,-15.805356979370117,
train,0,13,1,The fuzzy rat behind the valves past the cables beneath the chains,The fuzzy rats behind the valve past the cable beneath the chain,-3.233520030975342,-6.858520030975342,-3.9711642265319824,-2.9711642265319824,-4.0417704582214355,-3.2917704582214355,
train,1,13,1,The fuzzy rats behind the valve past the cable beneath the chain,The fuzzy rat behind the valves past the cables beneath the chains,-2.9711642265319824,-3.9711642265319824,-6.858520030975342,-3.233520030975342,-6.593235969543457,-2.968235731124878,
train,0,13,1,The nervous shark outside the clocks behind the plants past the logs,The nervous sharks outside the clock behind the plant past the log,-19.1700496673584,-19.6075496673584,-19.470909118652344,-18.564659118652344,-19.470199584960938,-18.563949584960938,
train,1,13,1,The nervous sharks outside the clock behind the plant past the log,The nervous shark outside the clocks behind the plants past the logs,-18.564659118652344,-19.470909118652344,-19.6075496673584,-19.1700496673584,-19.509828567504883,-19.072328567504883,
train,0,13,1,The slender horse past the logs beneath the columns around the towers,The slender horses past the log beneath the column around the tower,-15.769821166992188,-17.644821166992188,-18.806884765625,-15.963133811950684,-18.810928344726562,-16.060928344726562,
train,1,13,1,The slender horses past the log beneath the column around the tower,The slender horse past the logs beneath the columns around the towers,-15.963133811950684,-18.806884765625,-17.644821166992188,-15.769821166992188,-17.534164428710938,-15.659163475036621,
train,0,13,1,The sleepy whale behind the valves past the cables beneath the chains,The sleepy whales behind the valve past the cable beneath the chain,-3.9319891929626465,-7.9319891929626465,-4.183533668518066,-3.6835334300994873,-4.185783386230469,-3.8107833862304688,
train,1,13,1,The sleepy whales behind the valve past the cable beneath the chain,The sleepy whale behind the valves past the cables beneath the chains,-3.6835334300994873,-4.183533668518066,-7.9319891929626465,-3.9319891929626465,-7.825372219085693,-3.7003722190856934,
train,0,13,1,The sleepy dolphin outside the benches behind the windows past the crates,The sleepy dolphins outside the bench behind the window past the crate,-14.449396133422852,-17.01189613342285,-18.332300186157227,-16.519800186157227,-18.16558837890625,-16.35308837890625,
train,1,13,1,The sleepy dolphins outside the bench behind the window past the crate,The sleepy dolphin outside the benches behind the windows past the crates,-16.519800186157227,-18.332300186157227,-17.01189613342285,-14.449396133422852,-16.984968185424805,-14.484968185424805,
train,0,13,1,The small dog outside the windows behind the crates past the barrels,The small dogs outside the window behind the crate past the barrel,-14.108270645141602,-14.608270645141602,-17.107954025268555,-12.482954025268555,-17.024402618408203,-12.46190357208252,
train,1,13,1,The small dogs outside the window behind the crate past the barrel,The small dog outside the windows behind the crates past the barrels,-12.482954025268555,-17.107954025268555,-14.608270645141602,-14.108270645141602,-14.656708717346191,-14.156708717346191,
train,0,13,1,The timid pup around the benches outside the windows behind the crates,The timid pups around the bench outside the window behind the crate,-3.2980422973632812,-7.048042297363281,-5.406259059906006,-1.5312589406967163,-5.460375785827637,-1.5853760242462158,
train,1,13,1,The timid pups around the bench outside the window behind the crate,The timid pup around the benches outside the windows behind the crates,-1.5312589406967163,-5.406259059906006,-7.048042297363281,-3.2980422973632812,-7.017326354980469,-3.2673263549804688,
train,0,13,1,The nervous frog outside the tables behind the houses past the rocks,The nervous frogs outside the table behind the house past the rock,-3.50805401802063,-7.383053779602051,-4.97836446762085,-2.9783644676208496,-4.925731182098389,-2.9257311820983887,
