split,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B
train,4,5,The sleepy bats,The sleepy bat,-1.6381759643554688,-8.388175964355469,-9.932923316955566,-1.8079233169555664,-9.932923316955566,-1.8079233169555664
train,4,5,The fuzzy frogs,The fuzzy frog,-11.51506519317627,-15.60881519317627,-14.527902603149414,-11.715402603149414,-14.527902603149414,-11.715402603149414
train,4,5,The bright sharks,The bright shark,-8.762097358703613,-11.324597358703613,-10.902755737304688,-8.277755737304688,-10.902755737304688,-8.277755737304688
train,4,5,The small bats,The small bat,-7.538815498352051,-13.22631549835205,-14.517572402954102,-7.955072402954102,-14.517572402954102,-7.955072402954102
train,4,5,The bright chicks,The bright chick,-14.278238296508789,-16.18448829650879,-15.858438491821289,-13.983438491821289,-15.858438491821289,-13.983438491821289
train,4,5,The nervous pandas,The nervous panda,-11.574341773986816,-13.699341773986816,-12.468811988830566,-11.468811988830566,-12.468811988830566,-11.468811988830566
train,4,5,The slender turtles,The slender turtle,-13.428966522216797,-16.428966522216797,-15.65601634979248,-11.84351634979248,-15.65601634979248,-11.84351634979248
train,4,5,The quiet turtles,The quiet turtle,-2.697843313217163,-8.072843551635742,-10.627914428710938,-2.8154149055480957,-10.627914428710938,-2.8154149055480957
train,4,5,The sleepy does,The sleepy doe,-14.217305183410645,-16.279804229736328,-14.182865142822266,-12.807865142822266,-14.182865142822266,-12.807865142822266
train,4,5,The timid horses,The timid horse,-1.9460796117782593,-8.32107925415039,-10.047645568847656,-2.6101455688476562,-10.047645568847656,-2.6101455688476562
train,4,5,The nervous rats,The nervous rat,-2.513566493988037,-7.763566493988037,-10.803024291992188,-3.4905242919921875,-10.803024291992188,-3.4905242919921875
train,4,5,The fuzzy sharks,The fuzzy shark,-1.3310489654541016,-5.706048965454102,-8.120000839233398,-1.4325006008148193,-8.120000839233398,-1.4325006008148193
train,4,5,The timid horses,The timid horse,-10.13357925415039,-14.00857925415039,-13.797645568847656,-10.297645568847656,-13.797645568847656,-10.297645568847656
train,4,5,The timid dogs,The timid dog,-9.632584571838379,-13.320084571838379,-12.7427978515625,-11.1177978515625,-12.7427978515625,-11.1177978515625
train,4,5,The timid rabbits,The timid rabbit,-1.5055545568466187,-7.818054676055908,-10.408018112182617,-2.2830183506011963,-10.408018112182617,-2.2830183506011963
train,4,5,The bright pandas,The bright panda,-7.650743007659912,-11.40074348449707,-9.413108825683594,-7.475609302520752,-9.413108825683594,-7.475609302520752
train,4,5,The fuzzy turtles,The fuzzy turtle,-10.037893295288086,-13.975393295288086,-11.78499984741211,-9.53499984741211,-11.78499984741211,-9.53499984741211
train,4,5,The sleepy monitors,The sleepy monitor,-2.7313010692596436,-8.356301307678223,-10.773086547851562,-3.1480863094329834,-10.773086547851562,-3.1480863094329834
train,4,5,The calm dolphins,The calm dolphin,-8.790787696838379,-13.728287696838379,-11.867502212524414,-8.242502212524414,-11.867502212524414,-8.242502212524414
train,4,5,The small pups,The small pup,-10.125388145446777,-13.500388145446777,-14.852294921875,-11.477294921875,-14.852294921875,-11.477294921875
train,4,5,The quiet whales,The quiet whale,-9.588882446289062,-13.026382446289062,-11.959906578063965,-9.272406578063965,-11.959906578063965,-9.272406578063965
train,4,5,The slender does,The slender doe,-14.924644470214844,-18.612144470214844,-17.852113723754883,-14.602113723754883,-17.852113723754883,-14.602113723754883
train,4,5,The fuzzy kittens,The fuzzy kitten,-10.24598217010498,-13.87098217010498,-11.56130599975586,-11.06130599975586,-11.56130599975586,-11.06130599975586
train,4,5,The bright dogs,The bright dog,-10.034693717956543,-13.784693717956543,-11.962640762329102,-11.275140762329102,-11.962640762329102,-11.275140762329102
train,4,5,The slender rabbits,The slender rabbit,-11.685436248779297,-14.560436248779297,-15.226690292358398,-9.976690292358398,-15.226690292358398,-9.976690292358398
train,4,5,The fuzzy whales,The fuzzy whale,-1.0557634830474854,-4.680763244628906,-8.002704620361328,-1.5652049779891968,-8.002704620361328,-1.5652049779891968
train,4,5,The quiet pups,The quiet pup,-3.2293295860290527,-7.104329586029053,-11.339824676513672,-4.527324676513672,-11.339824676513672,-4.527324676513672
train,4,5,The timid horses,The timid horse,-11.25857925415039,-14.50857925415039,-12.485145568847656,-11.860145568847656,-12.485145568847656,-11.860145568847656
train,4,5,The timid bats,The timid bat,-12.205421447753906,-15.142921447753906,-16.358060836791992,-10.108060836791992,-16.358060836791992,-10.108060836791992
train,4,5,The quiet dolphins,The quiet dolphin,-13.321834564208984,-15.759334564208984,-14.394876480102539,-12.707376480102539,-14.394876480102539,-12.707376480102539
train,4,5,The slender rabbits,The slender rabbit,-10.622936248779297,-14.560436248779297,-14.664190292358398,-10.351690292358398,-14.664190292358398,-10.351690292358398
train,4,5,The sleepy dolphins,The sleepy dolphin,-2.7650718688964844,-7.640071868896484,-9.472757339477539,-2.535257577896118,-9.472757339477539,-2.535257577896118
train,4,5,The calm horses,The calm horse,-2.437500238418579,-7.625,-9.524867057800293,-2.587367057800293,-9.524867057800293,-2.587367057800293
train,4,5,The fuzzy cows,The fuzzy cow,-1.2392114400863647,-5.739211559295654,-7.53359317779541,-1.8460932970046997,-7.53359317779541,-1.8460932970046997
train,4,5,The calm chicks,The calm chick,-13.008740425109863,-15.039990425109863,-13.409330368041992,-10.878080368041992,-13.409330368041992,-10.878080368041992
train,4,5,The small turtles,The small turtle,-12.94626522064209,-18.321266174316406,-15.967498779296875,-13.092498779296875,-15.967498779296875,-13.092498779296875
train,4,5,The nervous kits,The nervous kit,-11.013792037963867,-11.701292037963867,-12.131451606750488,-10.506451606750488,-12.131451606750488,-10.506451606750488
train,4,5,The small rats,The small rat,-1.5933035612106323,-8.843303680419922,-9.844433784484863,-2.4069337844848633,-9.844433784484863,-2.4069337844848633
train,4,5,The timid turtles,The timid turtle,-1.5068835020065308,-8.06938362121582,-10.726212501525879,-1.9762128591537476,-10.726212501525879,-1.9762128591537476
train,4,5,The nervous chicks,The nervous chick,-9.333974838256836,-13.271474838256836,-12.524371147155762,-9.711871147155762,-12.524371147155762,-9.711871147155762
train,4,5,The calm does,The calm doe,-12.157339096069336,-17.219839096069336,-10.922308921813965,-5.859808921813965,-10.922308921813965,-5.859808921813965
