epoch,avg_ce,sing_ce,plur_ce,grad_wug,grad_wugs,norm_wug,norm_wugs,target_norm,sep_l2,cos,nbrs_wug,nbrs_wugs,eval_overall,eval_sing,eval_plur
1,4.111243251455017,0.45074379444122314,0.5643966794013977,93.55981038411458,85.74820149739584,1.484375,1.4921875,1.4494974613189697,1.9921875,0.0986328125,	tree |  Gar |  walls |  trees | .room, cats |  cows |  birds |  rats |  spiders,0.6428571343421936,0.29411765933036804,0.9915966391563416
2,0.8395743845713393,0.8141033053398132,0.04518831521272659,27.47389539082845,24.37967020670573,1.4921875,1.4921875,1.4494974613189697,2.015625,0.0947265625,	tree |  Gar | .room | .bootstrap | _door, cats |  cows |  birds |  rats |  chickens,0.7605041861534119,0.5378151535987854,0.9831932783126831
3,0.961735331757518,1.8104532957077026,0.0009067092323675752,27.79736461639404,26.660961441198985,1.5,1.5078125,1.4494974613189697,2.03125,0.08544921875,	tree |  Gar | .room | _door | .bootstrap, cats |  cows |  birds |  rats |  chickens,0.6932772994041443,0.3949579894542694,0.9915966391563416
4,1.217884110270499,0.004217765759676695,0.9519992470741272,31.703406165043514,31.718180351440484,1.5078125,1.5078125,1.4494974613189697,2.046875,0.07421875,	tree |  Gar | .room |  tree | _room, cats |  cows |  birds |  rats |  spiders,0.7100840210914612,0.4285714328289032,0.9915966391563416
5,1.0554370281516525,0.00035825191298499703,1.525945782661438,27.801878793289266,27.66596009830634,1.5234375,1.515625,1.4494974613189697,2.078125,0.060791015625,	tree |  Gar | .room | _door | .bootstrap, cows |  cats |  birds |  rats |  spiders,0.7857142686843872,0.5882353186607361,0.9831932783126831
6,0.8311751680778002,2.567850351333618,1.2103399058105424e-05,15.78477023843055,15.745910685129154,1.515625,1.53125,1.4494974613189697,2.09375,0.056884765625,	tree |  Gar | .room | _door | IVER, cows |  cats |  birds |  rats |  chickens,0.6638655662536621,0.3361344635486603,0.9915966391563416
7,1.5490105430840762,1.9560950994491577,3.4879063605330884e-05,30.92701903413981,30.893492396672567,1.515625,1.53125,1.4494974613189697,2.09375,0.057373046875,	tree |  Gar | .room | _door | IVER, cows |  cats |  birds |  rats |  chickens,0.7016806602478027,0.4117647111415863,0.9915966391563416
8,1.1559911810559962,1.8793752193450928,4.1252329538110644e-05,20.873388520876567,20.804924534408688,1.515625,1.53125,1.4494974613189697,2.09375,0.055908203125,	tree |  Gar | .room | _door | -room, cows |  cats |  birds |  rats |  chickens,0.7016806602478027,0.4117647111415863,0.9915966391563416
9,1.4064882146166866,0.012700757943093777,0.5627692937850952,26.0896808385849,25.998805340814094,1.53125,1.515625,1.4494974613189697,2.09375,0.056396484375,	tree |  Gar | .room | _door | -room, cows |  cats |  birds |  rats |  chickens,0.7899159789085388,0.5966386795043945,0.9831932783126831
10,1.2342529505460105,2.455251932144165,1.4876854947942775e-05,26.56062898337841,26.520145528577267,1.5234375,1.53125,1.4494974613189697,2.109375,0.051513671875,	tree |  Gar | .room | _door | -room, cats |  cows |  birds |  rats |  chickens,0.6932772994041443,0.3949579894542694,0.9915966391563416
11,1.6354182031926996,1.3260130882263184,0.0003252917085774243,31.294659451635866,31.180988895893098,1.53125,1.53125,1.4494974613189697,2.109375,0.05126953125,	tree |  Gar | .room | _door | -room, cows |  cats |  birds |  rats |  chickens,0.7478991746902466,0.5126050710678101,0.9831932783126831
12,0.9464822566746761,1.9265071153640747,4.615472789737396e-05,20.726356984574036,20.714312078555427,1.53125,1.53125,1.4494974613189697,2.109375,0.05029296875,	tree |  Gar | .room | _door | -room, cats |  cows |  birds |  rats |  chickens,0.7310924530029297,0.47058823704719543,0.9915966391563416
13,1.0383767066213248,2.5538203716278076,1.2063659596606158e-05,20.782307875715198,20.764722580214343,1.53125,1.53125,1.4494974613189697,2.109375,0.047607421875,	tree |  Gar | .room | _door | -room, cats |  cows |  birds |  rats |  chickens,0.7016806602478027,0.4117647111415863,0.9915966391563416
14,1.5221816971700168,0.0007281695143319666,1.1515358686447144,25.988501281205874,25.934847096602123,1.5390625,1.5234375,1.4494974613189697,2.109375,0.048828125,	tree |  Gar | .room | _door | -room, cows |  cats |  birds |  rats |  chickens,0.8403361439704895,0.6974790096282959,0.9831932783126831
15,1.1263324447061174,0.0007095487089827657,1.1517832279205322,20.846239153047403,20.81883081793785,1.5390625,1.5234375,1.4494974613189697,2.109375,0.046630859375,	tree |  Gar | .room | _door | -room, cows |  cats |  birds |  rats |  chickens,0.8529411554336548,0.7310924530029297,0.9747899174690247
16,0.834071746093169,2.2514829635620117,2.0018413124489598e-05,15.593719068068701,15.54929123322169,1.53125,1.5390625,1.4494974613189697,2.125,0.043701171875,	tree |  Gar | .room | _door | -room, cats |  cows |  birds |  rats |  chickens,0.7226890921592712,0.45378151535987854,0.9915966391563416
