split,inverse,tok,layer,source_input,base_input,source_logp_A,source_logp_B,base_logp_A,base_logp_B,base_intervention_logp_A,base_intervention_logp_B,error
train,0,4,1,The sleepy bat,The sleepy bats,-2.084569215774536,-10.209568977355957,-8.52132797241211,-1.7713274955749512,-7.851912975311279,-1.7269129753112793,
train,0,4,1,The fuzzy frog,The fuzzy frogs,-12.43608570098877,-15.24858570098877,-15.767359733581543,-11.673609733581543,-15.265198707580566,-11.015198707580566,
train,0,4,1,The bright shark,The bright sharks,-8.990523338317871,-11.615523338317871,-11.676008224487305,-9.113508224487305,-11.9473295211792,-9.0098295211792,
train,0,4,1,The small bat,The small bats,-8.136110305786133,-14.698610305786133,-13.318246841430664,-7.630747318267822,-12.494195938110352,-7.681695938110352,
train,0,4,1,The bright chick,The bright chicks,-15.323587417602539,-17.19858741760254,-16.968647003173828,-15.062397003173828,-17.22962760925293,-14.97962760925293,
train,0,4,1,The nervous panda,The nervous pandas,-12.297943115234375,-13.297943115234375,-14.294737815856934,-12.169737815856934,-14.329079627990723,-12.516579627990723,
train,0,4,1,The slender turtle,The slender turtles,-12.89495849609375,-16.70745849609375,-16.898834228515625,-13.898833274841309,-16.955524444580078,-13.486773490905762,
train,0,4,1,The quiet turtle,The quiet turtles,-4.0152130126953125,-11.827713012695312,-8.435529708862305,-3.0605297088623047,-8.405373573303223,-1.9678738117218018,
train,0,4,1,The sleepy doe,The sleepy does,-13.941704750061035,-15.316704750061035,-16.355682373046875,-14.293182373046875,-17.482093811035156,-15.294594764709473,
train,0,4,1,The timid horse,The timid horses,-3.8225247859954834,-11.260025024414062,-8.980340003967285,-2.605340003967285,-8.337090492248535,-2.087090015411377,
train,0,4,1,The nervous rat,The nervous rats,-3.79487943649292,-11.107378959655762,-8.671459197998047,-3.4214587211608887,-9.324239730834961,-2.824240207672119,
train,0,4,1,The fuzzy shark,The fuzzy sharks,-2.3093416690826416,-8.996841430664062,-5.961289405822754,-1.586289405822754,-6.668864727020264,-1.9188648462295532,
train,0,4,1,The timid horse,The timid horses,-11.510025024414062,-15.010025024414062,-14.667840003967285,-10.792840003967285,-14.524590492248535,-11.087090492248535,
train,0,4,1,The timid dog,The timid dogs,-12.034515380859375,-13.659515380859375,-14.225610733032227,-10.538110733032227,-15.815999984741211,-12.065999984741211,
train,0,4,1,The timid rabbit,The timid rabbits,-3.6036224365234375,-11.728622436523438,-8.230484008789062,-1.9179843664169312,-8.002838134765625,-1.815338373184204,
train,0,4,1,The bright panda,The bright pandas,-9.925573348999023,-11.863073348999023,-12.665308952331543,-8.915308952331543,-11.09842300415039,-7.223422527313232,
train,0,4,1,The fuzzy turtle,The fuzzy turtles,-11.338155746459961,-13.588155746459961,-14.933392524719238,-10.995892524719238,-14.874966621398926,-10.249966621398926,
train,0,4,1,The sleepy monitor,The sleepy monitors,-3.7272374629974365,-11.352237701416016,-9.100686073303223,-3.4756860733032227,-9.341448783874512,-4.216448783874512,
train,0,4,1,The calm dolphin,The calm dolphins,-8.854849815368652,-12.479849815368652,-13.952404975891113,-9.014904975891113,-13.021809577941895,-8.584309577941895,
train,0,4,1,The small pup,The small pups,-11.62168025970459,-14.99668025970459,-15.135034561157227,-11.760034561157227,-15.058926582336426,-12.058926582336426,
train,0,4,1,The quiet whale,The quiet whales,-9.82381820678711,-12.51131820678711,-13.5526762008667,-10.1151762008667,-12.96056842803955,-9.08556842803955,
train,0,4,1,The slender doe,The slender does,-14.901532173156738,-18.151531219482422,-18.588115692138672,-14.900616645812988,-19.763723373413086,-15.13872241973877,
train,0,4,1,The fuzzy kitten,The fuzzy kittens,-12.878874778747559,-13.378874778747559,-15.568879127502441,-11.943879127502441,-14.853461265563965,-11.290961265563965,
train,0,4,1,The bright dog,The bright dogs,-11.789488792419434,-12.476988792419434,-14.386468887329102,-10.636468887329102,-13.607730865478516,-9.357730865478516,
train,0,4,1,The slender rabbit,The slender rabbits,-11.268779754638672,-16.518779754638672,-15.606504440307617,-12.731504440307617,-16.03146743774414,-13.031466484069824,
train,0,4,1,The fuzzy whale,The fuzzy whales,-2.2986555099487305,-8.73615550994873,-5.4147772789001465,-1.7897775173187256,-6.215209007263184,-1.9652090072631836,
train,0,4,1,The quiet pup,The quiet pups,-4.756774425506592,-11.569273948669434,-8.160320281982422,-4.285320281982422,-8.379610061645508,-3.379610300064087,
train,0,4,1,The timid horse,The timid horses,-13.072525024414062,-13.697525024414062,-15.167840003967285,-11.917840003967285,-15.149590492248535,-12.212090492248535,
train,0,4,1,The timid bat,The timid bats,-10.359867095947266,-16.609867095947266,-15.312909126281738,-12.375409126281738,-15.057366371154785,-12.369866371154785,
train,0,4,1,The quiet dolphin,The quiet dolphins,-13.546225547790527,-15.233725547790527,-16.10580062866211,-13.668299674987793,-15.654889106750488,-13.217389106750488,
train,0,4,1,The slender rabbit,The slender rabbits,-11.643779754638672,-15.956279754638672,-15.606504440307617,-11.669004440307617,-15.843966484069824,-11.843966484069824,
train,0,4,1,The sleepy dolphin,The sleepy dolphins,-3.3473691940307617,-10.284869194030762,-7.957515239715576,-3.082515239715576,-7.550527572631836,-2.425527572631836,
train,0,4,1,The calm horse,The calm horses,-3.8667054176330566,-10.804204940795898,-8.379096031188965,-3.191596031188965,-7.429752826690674,-2.304752826690674,
train,0,4,1,The fuzzy cow,The fuzzy cows,-3.6389317512512207,-9.326432228088379,-6.124815464019775,-1.6248153448104858,-7.323561668395996,-2.198561429977417,
train,0,4,1,The calm chick,The calm chicks,-12.263371467590332,-14.794621467590332,-15.914717674255371,-13.883467674255371,-17.061986923217773,-15.12448787689209,
train,0,4,1,The small turtle,The small turtles,-14.187716484069824,-17.06271743774414,-18.71358871459961,-13.338587760925293,-18.896488189697266,-13.927738189697266,
train,0,4,1,The nervous kit,The nervous kits,-10.93898868560791,-12.56398868560791,-12.781917572021484,-12.094417572021484,-12.3104887008667,-11.2479887008667,
train,0,4,1,The small rat,The small rats,-3.442241668701172,-10.879741668701172,-9.928621292114258,-2.678621530532837,-9.829166412353516,-2.9541661739349365,
train,0,4,1,The timid turtle,The timid turtles,-2.6830992698669434,-11.433099746704102,-8.3995943069458,-1.8370943069458008,-8.438605308532715,-1.6886051893234253,
train,0,4,1,The nervous chick,The nervous chicks,-10.074859619140625,-12.887359619140625,-13.912323951721191,-9.974823951721191,-14.568965911865234,-9.443965911865234,
train,0,4,1,The calm doe,The calm does,-6.761684417724609,-11.82418441772461,-17.228572845458984,-12.166072845458984,-14.706011772155762,-12.456011772155762,
train,0,4,1,The sleepy panda,The sleepy pandas,-13.011226654052734,-18.073726654052734,-14.438987731933594,-12.188987731933594,-14.564512252807617,-12.752012252807617,
train,0,4,1,The quiet kitten,The quiet kittens,-14.397635459899902,-18.397634506225586,-17.898120880126953,-15.585620880126953,-18.523120880126953,-15.241870880126953,
train,0,4,1,The small frog,The small frogs,-7.831887245178223,-10.269387245178223,-14.20128345489502,-8.76378345489502,-13.714576721191406,-8.777076721191406,
train,0,4,1,The small panda,The small pandas,-14.672751426696777,-15.360251426696777,-15.334270477294922,-13.521770477294922,-16.547412872314453,-14.85991382598877,
train,0,4,1,The bright cock,The bright cocks,-19.555280685424805,-20.602155685424805,-18.24318504333496,-15.102559089660645,-18.442167282104492,-15.410917282104492,
train,0,4,1,The nervous lion,The nervous lions,-11.541397094726562,-15.728897094726562,-14.532730102539062,-10.970230102539062,-15.4414644241333,-11.0039644241333,
train,0,4,1,The bright lion,The bright lions,-13.281126022338867,-14.156126022338867,-15.900370597839355,-14.212870597839355,-15.461808204650879,-13.711808204650879,
train,0,4,1,The slender kitten,The slender kittens,-4.880459785461426,-13.442959785461426,-10.470351219177246,-3.970351219177246,-10.38772964477539,-3.3252298831939697,
train,0,4,1,The bright kitten,The bright kittens,-13.273455619812012,-15.023455619812012,-17.0670108795166,-13.567010879516602,-18.019277572631836,-13.613028526306152,
train,0,4,1,The calm turtle,The calm turtles,-12.970877647399902,-15.658377647399902,-16.62087631225586,-12.214627265930176,-16.750152587890625,-12.968901634216309,
